# Weather station Umaria, India, WMO_ID=42679,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42679&lang=en
#
"Local time in Umaria";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.11.2017 08:30";"12.0";"722.7";"763.5";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"6.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.6";"";"";"";"";"";"";
"27.11.2017 17:30";"24.2";"720.7";"759.7";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.6";"";"";"";"";"";"";
"27.11.2017 08:30";"12.2";"723.8";"764.7";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"6.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.3";"";"";"";"";"";"";
"26.11.2017 17:30";"22.0";"722.2";"761.6";"";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.4";"";"";"";"";"";"";
"26.11.2017 08:30";"11.4";"724.9";"766.0";"";"";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"5.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"";"";"";"";"";"";"";
"25.11.2017 17:30";"24.0";"721.5";"760.6";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.7";"";"";"";"";"";"";
"25.11.2017 08:30";"11.0";"723.6";"764.6";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"5.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.3";"";"";"";"";"";"";
"24.11.2017 17:30";"23.0";"721.4";"760.6";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"28.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.3";"";"";"";"";"";"";
"24.11.2017 08:30";"10.2";"723.3";"764.5";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"6.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.1";"";"";"";"";"";"";
"23.11.2017 17:30";"22.6";"719.8";"759.0";"";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"27.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.3";"";"";"";"";"";"";
"23.11.2017 08:30";"12.4";"722.3";"763.1";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"22.11.2017 17:30";"23.0";"720.5";"759.7";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"26.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.2";"";"";"";"";"";"";
"22.11.2017 08:30";"17.0";"722.3";"762.4";"";"76";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"13.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"";"4.0";"12.7";"";"";"";"";"";"";
"21.11.2017 17:30";"24.0";"721.1";"760.2";"";"43";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"";"";"";"";"";"";
"21.11.2017 08:30";"16.0";"723.8";"764.1";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"20.11.2017 17:30";"25.4";"722.0";"760.9";"";"45";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.7";"";"";"";"";"";"";
"20.11.2017 08:30";"17.6";"723.8";"763.9";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"19.11.2017 17:30";"25.2";"720.8";"759.7";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.5";"";"";"";"";"";"";
"19.11.2017 08:30";"22.4";"722.2";"761.5";"";"78";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.3";"";"";"";"";"";"";
"18.11.2017 17:30";"26.0";"719.6";"758.3";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"18.11.2017 08:30";"21.0";"722.0";"761.5";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"17.11.2017 17:30";"26.2";"719.6";"758.3";"";"58";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"17.11.2017 08:30";"20.0";"721.6";"761.2";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.4";"";"";"";"";"";"";
"16.11.2017 17:30";"26.0";"719.2";"757.9";"";"61";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.8";"";"";"";"";"";"";
"16.11.2017 08:30";"19.0";"720.8";"760.5";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"15.11.2017 17:30";"27.4";"725.2";"764.0";"";"48";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.3";"";"";"";"";"";"";
"15.11.2017 08:30";"16.8";"720.9";"761.0";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.6";"";"";"";"";"";"";
"14.11.2017 17:30";"25.6";"718.1";"756.8";"";"46";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.2";"";"";"";"";"";"";
"14.11.2017 08:30";"16.0";"720.9";"761.1";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"10.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"13.11.2017 17:30";"25.8";"718.2";"756.9";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.4";"";"";"";"";"";"";
"13.11.2017 08:30";"16.0";"721.6";"761.8";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.4";"";"";"";"";"";"";
"12.11.2017 17:30";"25.4";"718.5";"757.2";"";"57";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.3";"";"";"";"";"";"";
"12.11.2017 08:30";"14.0";"722.4";"762.9";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"11.11.2017 17:30";"24.4";"720.4";"759.4";"";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.7";"";"";"";"";"";"";
"11.11.2017 08:30";"14.6";"723.1";"763.6";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.6";"";"";"";"";"";"";
"10.11.2017 17:30";"26.2";"720.3";"759.0";"";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.5";"";"";"";"";"";"";
"10.11.2017 11:30";"14.6";"722.3";"762.8";"";"82";"Wind blowing from the west-northwest";"50";"";"";"40%.";" ";"";"";"13.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"11.6";"";"";"";"";"";"";
"10.11.2017 08:30";"14.6";"722.3";"762.8";"";"82";"";"";"";"";"40%.";" ";"";"";"13.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.6";"";"";"";"";"";"";
"09.11.2017 17:30";"26.2";"719.8";"758.5";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.1";"";"";"";"";"";"";
"09.11.2017 08:30";"15.6";"723.1";"763.4";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.8";"";"";"";"";"";"";
"08.11.2017 17:30";"28.0";"721.5";"760.1";"";"35";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"08.11.2017 08:30";"17.8";"723.8";"763.9";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"15.1";"";"";"";"";"";"";
"07.11.2017 17:30";"24.2";"720.9";"759.9";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"07.11.2017 08:30";"18.6";"723.6";"763.5";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"14.8";"";"";"";"";"";"";
"06.11.2017 17:30";"28.0";"720.9";"759.4";"";"51";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"06.11.2017 08:30";"18.2";"723.6";"763.6";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.5";"";"";"";"";"";"";
"05.11.2017 17:30";"27.6";"721.4";"760.0";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.3";"";"";"";"";"";"";
"05.11.2017 08:30";"18.4";"723.6";"763.6";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"15.7";"";"";"";"";"";"";
"04.11.2017 17:30";"26.6";"721.1";"759.8";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"04.11.2017 08:30";"18.0";"723.6";"763.6";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"03.11.2017 17:30";"26.0";"719.9";"758.6";"";"49";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"03.11.2017 08:30";"18.0";"722.7";"762.7";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.2";"";"";"";"";"";"";
"02.11.2017 17:30";"27.0";"720.2";"758.8";"";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.9";"";"";"";"";"";"";
"02.11.2017 08:30";"17.4";"723.5";"763.6";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.6";"";"";"";"";"";"";
"01.11.2017 17:30";"26.8";"720.9";"759.6";"";"49";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"01.11.2017 08:30";"17.8";"723.0";"763.0";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.3";"";"";"";"";"";"";
"31.10.2017 17:30";"27.6";"720.2";"758.7";"";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.0";"";"";"";"";"";"";
"31.10.2017 08:30";"18.2";"722.7";"762.7";"";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.6";"";"";"";"";"";"";
