# Weather station Ujjain, India, WMO_ID=42662,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42662&lang=en
#
"Local time in Ujjain";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.12.2017 08:30";"15.0";"719.1";"762.8";"";"68";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.2";"";"";"";"";"";"";
"01.12.2017 17:30";"25.0";"716.4";"758.5";"";"34";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.2";"";"";"";"";"";"";
"01.12.2017 08:30";"14.0";"718.5";"762.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"30.11.2017 17:30";"26.0";"716.9";"758.8";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"30.11.2017 08:30";"14.6";"719.0";"762.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"29.11.2017 17:30";"26.6";"717.4";"759.3";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"29.11.2017 08:30";"14.6";"718.8";"762.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"28.11.2017 17:30";"26.0";"716.3";"758.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.11.2017 08:30";"13.6";"718.4";"762.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"27.11.2017 17:30";"26.0";"716.9";"758.8";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"27.11.2017 08:30";"14.6";"719.2";"763.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"26.11.2017 17:30";"26.6";"718.3";"760.2";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"26.11.2017 08:30";"13.6";"720.5";"764.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"25.11.2017 17:30";"26.6";"717.5";"759.4";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"25.11.2017 08:30";"13.0";"719.5";"763.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"24.11.2017 17:30";"25.0";"717.6";"759.7";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"24.11.2017 08:30";"15.0";"719.3";"763.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"23.11.2017 17:30";"25.0";"716.2";"758.2";"";"40";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.3";"";"";"";"";"";"";
"23.11.2017 08:30";"16.6";"717.7";"761.1";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"22.11.2017 17:30";"25.0";"716.0";"758.0";"";"46";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.6";"";"";"";"";"";"";
"22.11.2017 08:30";"18.4";"717.8";"760.9";"";"54";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.8";"";"";"";"";"";"";
"21.11.2017 17:30";"23.0";"716.8";"759.2";"";"52";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.5";"";"";"";"";"";"";
"21.11.2017 08:30";"18.0";"719.1";"762.4";"";"84";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"15.3";"";"";"";"";"";"";
"20.11.2017 17:30";"24.6";"717.6";"759.8";"";"49";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.3";"";"";"";"";"";"";
"20.11.2017 08:30";"18.0";"719.9";"763.2";"";"71";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.6";"";"";"";"";"";"";
"19.11.2017 17:30";"26.0";"716.9";"758.8";"";"42";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.1";"";"";"";"";"";"";
"19.11.2017 08:30";"18.6";"718.7";"761.8";"";"66";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.1";"";"";"";"";"";"";
"18.11.2017 17:30";"27.0";"715.9";"757.6";"";"43";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.5";"";"";"";"";"";"";
"18.11.2017 08:30";"18.6";"717.6";"760.7";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.8";"";"";"";"";"";"";
"17.11.2017 17:30";"27.0";"715.0";"756.7";"";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.5";"";"";"";"";"";"";
"17.11.2017 08:30";"16.6";"717.2";"760.6";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"16.11.2017 17:30";"27.0";"715.1";"756.8";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.2";"";"";"";"";"";"";
"16.11.2017 08:30";"16.0";"717.0";"760.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"15.11.2017 17:30";"26.6";"714.4";"756.1";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.6";"";"";"";"";"";"";
"15.11.2017 08:30";"16.0";"717.0";"760.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"14.11.2017 17:30";"26.6";"713.3";"754.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"14.11.2017 08:30";"16.0";"716.2";"759.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"13.11.2017 17:30";"27.0";"713.3";"754.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"13.11.2017 08:30";"14.6";"716.8";"760.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"12.11.2017 17:30";"27.0";"715.0";"756.7";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"12.11.2017 08:30";"16.0";"718.1";"761.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"11.11.2017 17:30";"27.0";"716.6";"758.4";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"11.11.2017 08:30";"16.0";"719.2";"762.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"10.11.2017 17:30";"28.0";"716.5";"758.1";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"10.11.2017 11:30";"18.0";"718.4";"761.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"10.11.2017 08:30";"18.0";"718.4";"761.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"09.11.2017 17:30";"28.0";"716.0";"757.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"09.11.2017 08:30";"18.0";"718.3";"761.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"08.11.2017 17:30";"29.0";"716.4";"757.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"08.11.2017 08:30";"19.0";"719.3";"762.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"07.11.2017 17:30";"29.0";"716.8";"758.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"07.11.2017 08:30";"18.6";"718.9";"762.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"06.11.2017 17:30";"29.0";"716.9";"758.4";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"06.11.2017 08:30";"18.6";"719.2";"762.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"05.11.2017 17:30";"28.6";"716.7";"758.3";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"05.11.2017 08:30";"18.6";"719.2";"762.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"04.11.2017 17:30";"28.6";"716.8";"758.4";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"04.11.2017 08:30";"18.6";"718.7";"761.8";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"03.11.2017 17:30";"29.6";"715.6";"757.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"03.11.2017 08:30";"18.0";"718.4";"761.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"02.11.2017 17:30";"29.6";"716.0";"757.4";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"02.11.2017 08:30";"18.6";"718.9";"762.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"01.11.2017 17:30";"29.0";"717.0";"758.5";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"01.11.2017 08:30";"18.0";"719.4";"762.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"31.10.2017 17:30";"29.6";"716.2";"757.6";"";"27";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.7";"";"";"";"";"";"";
"31.10.2017 08:30";"17.6";"718.5";"761.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"30.10.2017 17:30";"30.6";"716.9";"758.2";"";"27";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.8";"";"";"";"";"";"";
"30.10.2017 08:30";"17.0";"713.0";"756.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"29.10.2017 17:30";"31.0";"717.2";"758.5";"";"27";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.9";"";"";"";"";"";"";
"29.10.2017 08:30";"19.6";"718.9";"761.9";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.2";"";"";"";"";"";"";
"28.10.2017 17:30";"31.0";"716.4";"757.6";"";"27";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.9";"";"";"";"";"";"";
