# Weather station Una, India, WMO_ID=42077,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42077&lang=en
#
"Local time in Una";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2017 08:30";"15.0";"";"";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.5";"";"";"";"";"";"";
"14.11.2017 17:30";"24.0";"";"";"";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.2";"";"";"";"";"";"";
"14.11.2017 08:30";"11.6";"";"";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"8.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.6";"";"";"";"";"";"";
"13.11.2017 17:30";"24.2";"";"";"";"52";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"28.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"13.11.2017 08:30";"11.8";"";"";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"8.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.0";"";"";"";"";"";"";
"12.11.2017 17:30";"24.4";"";"";"";"59";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.9";"";"";"";"";"";"";
"12.11.2017 08:30";"11.4";"";"";"";"85";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.0";"";"";"";"";"";"";
"11.11.2017 17:30";"25.2";"";"";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"11.11.2017 08:30";"12.6";"";"";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"10.11.2017 17:30";"24.4";"";"";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"10.11.2017 11:30";"13.0";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"10.11.2017 08:30";"13.0";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"09.11.2017 17:30";"24.4";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"09.11.2017 08:30";"14.2";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"08.11.2017 17:30";"25.0";"";"";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"08.11.2017 08:30";"14.6";"";"";"";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.4";"";"";"";"";"";"";
"07.11.2017 17:30";"24.8";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"07.11.2017 08:30";"15.2";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"06.11.2017 17:30";"25.2";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.11.2017 08:30";"14.8";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"05.11.2017 08:30";"15.2";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"04.11.2017 17:30";"25.8";"";"";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.11.2017 08:30";"14.6";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"03.11.2017 17:30";"25.0";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"03.11.2017 08:30";"15.2";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"02.11.2017 17:30";"25.4";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"02.11.2017 08:30";"14.4";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"01.11.2017 17:30";"25.8";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"01.11.2017 08:30";"14.2";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"31.10.2017 17:30";"25.0";"";"";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"31.10.2017 08:30";"14.8";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"30.10.2017 17:30";"26.4";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"30.10.2017 08:30";"15.0";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"29.10.2017 17:30";"27.0";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"29.10.2017 08:30";"15.2";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.9";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.10.2017 17:30";"27.2";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"28.10.2017 08:30";"14.8";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"27.10.2017 17:30";"26.4";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"27.10.2017 08:30";"14.6";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"26.10.2017 17:30";"28.8";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"26.10.2017 08:30";"14.8";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"25.10.2017 17:30";"28.6";"";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"25.10.2017 08:30";"15.2";"";"";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"24.10.2017 17:30";"29.0";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"24.10.2017 08:30";"15.4";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"23.10.2017 17:30";"29.4";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"23.10.2017 08:30";"16.6";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"22.10.2017 17:30";"29.8";"";"";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"22.10.2017 08:30";"18.0";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"21.10.2017 17:30";"30.2";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"21.10.2017 08:30";"18.2";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"20.10.2017 17:30";"30.4";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"20.10.2017 08:30";"18.0";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"19.10.2017 17:30";"30.6";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"19.10.2017 08:30";"17.0";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"18.10.2017 17:30";"31.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"18.10.2017 08:30";"17.8";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"17.10.2017 17:30";"31.8";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"17.10.2017 08:30";"17.2";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"16.10.2017 17:30";"31.4";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"16.10.2017 08:30";"18.2";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"15.10.2017 17:30";"32.2";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"15.10.2017 08:30";"20.0";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"14.10.2017 08:30";"20.2";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"13.10.2017 17:30";"32.0";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"13.10.2017 08:30";"21.4";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"12.10.2017 17:30";"32.4";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.10.2017 08:30";"22.4";"";"";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"11.10.2017 17:30";"32.2";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"11.10.2017 08:30";"21.6";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"10.10.2017 08:30";"22.0";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"09.10.2017 17:30";"31.6";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"09.10.2017 08:30";"21.8";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"08.10.2017 17:30";"32.2";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"08.10.2017 08:30";"21.0";"";"";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"07.10.2017 17:30";"33.0";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"07.10.2017 08:30";"22.0";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"06.10.2017 17:30";"32.6";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"06.10.2017 08:30";"21.4";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.10.2017 17:30";"32.2";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"05.10.2017 08:30";"23.0";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.7";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"04.10.2017 17:30";"32.0";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"04.10.2017 08:30";"23.8";"";"";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"03.10.2017 17:30";"13.4";"";"";"";"";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"";"";"";"";"";"";"";
"03.10.2017 08:30";"24.2";"";"";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"02.10.2017 17:30";"32.8";"";"";"";"59";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"02.10.2017 08:30";"24.0";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"01.10.2017 17:30";"33.0";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.10.2017 08:30";"24.2";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"30.09.2017 17:30";"32.6";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"30.09.2017 08:30";"25.0";"";"";"";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"29.09.2017 17:30";"32.2";"";"";"";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"29.09.2017 08:30";"25.4";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"28.09.2017 17:30";"31.6";"";"";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"28.09.2017 08:30";"26.6";"";"";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"27.09.2017 17:30";"30.2";"";"";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"27.09.2017 08:30";"26.2";"";"";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"26.09.2017 17:30";"30.6";"";"";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"26.09.2017 08:30";"25.2";"";"";"";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"25.09.2017 17:30";"32.2";"";"";"";"69";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"25.09.2017 08:30";"24.4";"";"";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"24.09.2017 17:30";"30.6";"";"";"";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"24.09.2017 08:30";"22.2";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"23.09.2017 17:30";"23.4";"";"";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.3";"";"";"";"";"";"";
"23.09.2017 08:30";"23.2";"";"";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"20.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"22.09.2017 17:30";"32.2";"";"";"";"65";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"22.09.2017 08:30";"24.4";"";"";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"21.09.2017 17:30";"33.6";"";"";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"21.09.2017 08:30";"24.8";"766.9";"";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"20.09.2017 17:30";"34.6";"";"";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"20.09.2017 08:30";"24.0";"";"";"";"88";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
