# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2017 08:30";"20.0";"738.1";"760.4";"";"85";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"17.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"14.11.2017 17:30";"26.4";"735.8";"757.5";"";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"28.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.8";"";"";"";"";"";"";
"14.11.2017 08:30";"19.0";"735.9";"758.2";"";"67";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"15.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.6";"";"";"";"";"";"";
"13.11.2017 17:30";"25.0";"735.0";"756.8";"";"54";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"28.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.0";"";"";"";"";"";"";
"13.11.2017 08:30";"17.0";"736.7";"759.2";"";"70";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.5";"";"";"";"";"";"";
"12.11.2017 17:30";"24.6";"734.9";"756.7";"";"52";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"28.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"12.11.2017 08:30";"17.0";"736.6";"759.1";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"11.11.2017 17:30";"20.0";"734.3";"756.4";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"11.11.2017 08:30";"16.4";"738.9";"761.5";"";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"10.11.2017 17:30";"26.4";"737.3";"759.1";"";"43";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.7";"";"";"";"";"";"";
"10.11.2017 08:30";"18.4";"737.4";"759.8";"";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.2";"";"";"";"";"";"";
"09.11.2017 17:30";"27.4";"735.8";"757.4";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"09.11.2017 08:30";"18.0";"736.4";"758.8";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"08.11.2017 17:30";"29.0";"737.1";"758.7";"";"46";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.1";"";"";"";"";"";"";
"08.11.2017 08:30";"19.4";"739.0";"761.3";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"07.11.2017 17:30";"27.4";"737.3";"759.0";"";"50";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"30.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.1";"";"";"";"";"";"";
"07.11.2017 08:30";"19.0";"738.0";"760.3";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"06.11.2017 17:30";"20.0";"735.7";"757.9";"";"91";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.4";"";"";"";"";"";"";
"06.11.2017 08:30";"19.0";"738.0";"760.3";"";"91";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.4";"";"";"";"";"";"";
"05.11.2017 17:30";"30.0";"738.8";"760.3";"";"50";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.6";"";"";"";"";"";"";
"05.11.2017 08:30";"20.0";"738.0";"760.3";"";"81";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.7";"";"";"";"";"";"";
"04.11.2017 17:30";"29.0";"736.6";"758.1";"";"54";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"30.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"04.11.2017 08:30";"21.0";"737.2";"759.4";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.5";"";"";"";"";"";"";
"03.11.2017 08:30";"18.6";"738.8";"761.2";"";"84";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"16.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"02.11.2017 17:30";"26.0";"737.3";"759.1";"";"58";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"28.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.0";"";"";"";"";"";"";
"02.11.2017 08:30";"18.4";"738.0";"760.4";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.0";"";"";"";"";"";"";
"01.11.2017 17:30";"28.0";"737.1";"758.7";"";"70";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.1";"";"";"";"";"";"";
"01.11.2017 08:30";"19.0";"739.5";"761.9";"";"91";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.4";"";"";"";"";"";"";
"31.10.2017 17:30";"27.0";"731.2";"752.7";"";"66";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"28.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.0";"";"";"";"";"";"";
"31.10.2017 08:30";"21.0";"740.1";"762.3";"";"96";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.4";"";"";"";"";"";"";
"30.10.2017 08:30";"20.0";"737.2";"759.4";"";"81";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"17.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"29.10.2017 17:30";"28.0";"731.8";"753.3";"";"73";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"29.10.2017 08:30";"20.0";"737.3";"759.5";"";"91";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.4";"";"";"";"";"";"";
"28.10.2017 17:30";"27.6";"731.6";"753.1";"";"66";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"30.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"28.10.2017 08:30";"20.0";"735.6";"757.8";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"27.10.2017 17:30";"29.4";"735.4";"756.9";"";"56";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.6";"";"";"";"";"";"";
"27.10.2017 08:30";"22.0";"737.8";"759.9";"";"86";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"19.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"26.10.2017 08:30";"21.4";"731.2";"753.1";"";"87";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"25.10.2017 08:30";"23.0";"737.1";"759.1";"";"83";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"24.10.2017 17:30";"26.0";"731.7";"753.3";"";"87";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.7";"";"";"";"";"";"";
"24.10.2017 08:30";"23.4";"735.6";"757.5";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"23.10.2017 17:30";"31.6";"733.8";"755.1";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"23.10.2017 08:30";"20.4";"734.9";"757.0";"";"87";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.2";"";"";"";"";"";"";
"22.10.2017 17:30";"30.0";"730.9";"752.2";"";"61";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.7";"";"";"";"";"";"";
"22.10.2017 08:30";"22.6";"734.3";"756.2";"";"90";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"21.10.2017 17:30";"24.0";"730.2";"751.9";"";"83";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"25.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"21.10.2017 08:30";"23.0";"729.6";"751.4";"";"100";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"20.10.2017 17:30";"23.6";"728.6";"750.3";"";"86";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"25.3";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"20.10.2017 08:30";"25.0";"728.6";"750.2";"";"87";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"23.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"19.10.2017 17:30";"29.6";"731.0";"752.3";"";"70";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"18.10.2017 17:30";"29.0";"730.6";"752.0";"";"71";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"18.10.2017 08:30";"22.0";"732.7";"754.6";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
