# Weather station Sheopur, India, WMO_ID=42456,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42456&lang=en
#
"Local time in Sheopur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.11.2017 17:30";"24.0";"741.6";"761.9";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.7";"";"";"";"";"";"";
"20.11.2017 08:30";"17.0";"744.8";"765.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"14.0";"";"";"";"";"";"";"2.0";"9.4";"";"";"";"";"";"";
"19.11.2017 17:30";"24.4";"740.9";"761.2";"";"47";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"25.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.2";"";"";"";"";"";"";
"19.11.2017 08:30";"18.0";"743.1";"763.9";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.6";"";"";"";"";"";"";
"18.11.2017 17:30";"23.0";"740.8";"761.2";"";"55";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"13.4";"";"";"";"";"";"";
"18.11.2017 08:30";"19.6";"741.5";"762.1";"";"73";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"2.0";"14.5";"";"";"";"";"";"";
"17.11.2017 17:30";"26.0";"738.1";"758.2";"";"51";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"26.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.1";"";"";"";"";"";"";
"17.11.2017 08:30";"20.2";"741.5";"762.1";"";"66";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.6";"";"";"";"";"";"";
"16.11.2017 17:30";"27.4";"738.4";"758.4";"";"42";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.2";"";"";"";"";"";"";
"16.11.2017 08:30";"19.0";"740.9";"761.5";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"15.11.2017 17:30";"27.4";"737.8";"757.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"15.11.2017 08:30";"19.0";"740.3";"760.9";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"14.11.2017 17:30";"27.4";"736.8";"756.7";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"14.11.2017 08:30";"20.4";"739.5";"760.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"13.11.2017 17:30";"27.0";"736.9";"756.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"13.11.2017 08:30";"18.0";"740.9";"761.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"12.11.2017 17:30";"26.4";"738.3";"758.4";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"2.0";"4.8";"";"";"";"";"";"";
"12.11.2017 08:30";"19.4";"741.8";"762.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"11.11.2017 08:30";"19.0";"743.2";"763.9";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.4";"";"";"";"";"";"";
"10.11.2017 17:30";"28.0";"739.7";"759.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"10.11.2017 11:30";"";"742.3";"762.9";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"30.0";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"10.11.2017 08:30";"20.4";"742.3";"762.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"09.11.2017 17:30";"28.0";"738.9";"758.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"09.11.2017 08:30";"20.4";"742.3";"762.9";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"08.11.2017 17:30";"28.6";"739.7";"759.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"2.0";"13.1";"";"";"";"";"";"";
"08.11.2017 08:30";"20.0";"742.8";"763.4";"";"64";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"07.11.2017 17:30";"29.0";"740.4";"760.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"07.11.2017 08:30";"21.4";"743.0";"763.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.11.2017 17:30";"28.4";"740.4";"760.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"06.11.2017 08:30";"22.0";"742.8";"763.3";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"05.11.2017 17:30";"29.0";"740.4";"760.3";"";"42";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"05.11.2017 08:30";"23.0";"735.7";"755.9";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"04.11.2017 17:30";"29.0";"740.4";"760.3";"";"48";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Cloud development not observed or not observable. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.9";"";"";"";"";"";"";
"04.11.2017 08:30";"21.6";"742.8";"763.3";"";"61";"";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"03.11.2017 17:30";"30.0";"738.7";"758.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"03.11.2017 08:30";"22.4";"741.4";"761.8";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"02.11.2017 17:30";"30.0";"738.7";"758.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"02.11.2017 08:30";"22.6";"742.1";"762.5";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"01.11.2017 08:30";"22.4";"742.8";"763.3";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"31.10.2017 17:30";"30.0";"739.5";"759.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";"Cloud development not observed or not observable. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"31.10.2017 08:30";"22.0";"742.0";"762.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"30.10.2017 17:30";"30.0";"740.1";"760.0";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"30.10.2017 08:30";"22.6";"743.5";"764.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"29.10.2017 17:30";"31.4";"740.2";"760.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"29.10.2017 08:30";"22.4";"741.2";"761.6";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"28.10.2017 08:30";"23.4";"741.4";"761.7";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.10.2017 17:30";"31.0";"739.2";"759.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"27.10.2017 08:30";"22.0";"742.0";"762.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"26.10.2017 17:30";"31.0";"740.0";"759.8";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"26.10.2017 08:30";"22.6";"742.0";"762.4";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"25.10.2017 08:30";"23.4";"742.0";"762.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"24.10.2017 17:30";"33.0";"738.6";"758.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"24.10.2017 08:30";"23.0";"740.6";"760.9";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"23.10.2017 17:30";"32.0";"736.2";"755.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.10.2017 08:30";"25.0";"738.9";"759.1";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"22.10.2017 08:30";"25.0";"737.2";"757.3";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.10.2017 17:30";"33.4";"734.6";"754.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"21.10.2017 08:30";"28.4";"738.0";"757.9";"";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"20.10.2017 08:30";"27.0";"737.8";"757.8";"";"63";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"19.10.2017 08:30";"25.0";"738.2";"758.3";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"18.10.2017 17:30";"32.4";"735.3";"754.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"18.10.2017 08:30";"24.4";"738.8";"759.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"17.10.2017 17:30";"35.0";"735.4";"754.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"17.10.2017 08:30";"25.6";"738.0";"758.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"16.10.2017 08:30";"29.0";"737.8";"757.7";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"15.10.2017 17:30";"34.0";"733.8";"753.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"15.10.2017 08:30";"25.4";"736.4";"756.5";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"14.10.2017 17:30";"34.4";"736.0";"755.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"14.10.2017 08:30";"25.0";"736.3";"756.4";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"13.10.2017 17:30";"35.2";"733.2";"752.5";"";"38";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"13.10.2017 08:30";"28.4";"736.2";"756.1";"";"55";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"12.10.2017 17:30";"32.0";"734.5";"754.1";"";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
"12.10.2017 08:30";"29.0";"737.1";"756.9";"";"58";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"11.10.2017 17:30";"33.4";"734.6";"754.1";"";"53";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"11.10.2017 08:30";"25.4";"737.1";"757.2";"";"69";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"10.10.2017 17:30";"35.6";"734.3";"753.6";"";"30";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.7";"";"";"";"";"";"";
