# Weather station Dhubri, India, WMO_ID=42404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42404&lang=en
#
"Local time in Dhubri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.12.2017 11:30";"23.6";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"12.12.2017 08:30";"20.6";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.12.2017 17:30";"23.2";"";"";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.5";"";"";"";"";"";"";
"11.12.2017 14:30";"24.4";"";"";"";"71";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"11.12.2017 11:30";"23.4";"";"";"";"75";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"11.12.2017 08:30";"21.6";"";"";"";"81";"Wind blowing from the east";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"10.12.2017 17:30";"23.8";"";"";"";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"";"";"";"";"";"";
"10.12.2017 14:30";"25.2";"";"";"";"70";"Wind blowing from the east-southeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"10.12.2017 11:30";"24.0";"";"";"";"74";"variable wind direction";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"10.12.2017 08:30";"21.2";"";"";"";"81";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.7";"";"";"";"";"";"";
"09.12.2017 17:30";"23.0";"";"";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.2";"";"";"";"";"";"";
"09.12.2017 14:30";"24.2";"";"";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"09.12.2017 11:30";"22.2";"";"";"";"76";"Wind blowing from the east-southeast";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"09.12.2017 08:30";"20.0";"";"";"";"83";"Wind blowing from the east-southeast";"1";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"08.12.2017 17:30";"22.6";"";"";"";"71";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.1";"";"";"";"";"";"";
"08.12.2017 11:30";"22.4";"";"";"";"68";"Wind blowing from the east";"3";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"08.12.2017 08:30";"19.8";"";"";"";"78";"Wind blowing from the east-northeast";"1";"";"";"50%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"15.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.8";"";"";"";"";"";"";
"07.12.2017 17:30";"22.6";"";"";"";"74";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"24.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.8";"";"";"";"";"";"";
"07.12.2017 14:30";"23.8";"";"";"";"71";"Wind blowing from the east-southeast";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"07.12.2017 11:30";"22.6";"";"";"";"74";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"07.12.2017 08:30";"19.8";"";"";"";"79";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.12.2017 20:30";"22.4";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.0";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"06.12.2017 17:30";"22.4";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.0";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"06.12.2017 14:30";"23.6";"";"";"";"68";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"06.12.2017 11:30";"22.4";"";"";"";"71";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"06.12.2017 08:30";"19.2";"";"";"";"88";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"15.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"05.12.2017 17:30";"21.8";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.3";"";"";"";"";"";"2.0";"16.9";"";"";"";"";"";"";
"05.12.2017 14:30";"22.6";"";"";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"05.12.2017 11:30";"22.2";"";"";"";"74";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"05.12.2017 08:30";"19.2";"";"";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"04.12.2017 17:30";"22.8";"";"";"";"74";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.0";"";"";"";"";"";"";
"04.12.2017 14:30";"23.8";"";"";"";"72";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"04.12.2017 11:30";"22.8";"";"";"";"76";"Wind blowing from the east";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"04.12.2017 08:30";"18.8";"";"";"";"90";"Wind blowing from the east-southeast";"1";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"15.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.2";"";"";"";"";"";"";
"03.12.2017 17:30";"22.8";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.7";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"03.12.2017 14:30";"24.2";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"03.12.2017 11:30";"22.4";"";"";"";"79";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"03.12.2017 08:30";"19.8";"";"";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"02.12.2017 17:30";"23.0";"";"";"";"73";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"24.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.9";"";"";"";"";"";"";
"02.12.2017 14:30";"24.0";"";"";"";"68";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"02.12.2017 11:30";"22.6";"";"";"";"73";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.5";"";"";"";"";"";"";
"02.12.2017 08:30";"20.2";"";"";"";"80";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"02.12.2017 05:30";"20.2";"";"";"";"80";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"01.12.2017 17:30";"22.8";"";"";"";"74";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.4";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"01.12.2017 14:30";"24.2";"";"";"";"63";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.12.2017 11:30";"24.0";"";"";"";"63";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"01.12.2017 08:30";"20.0";"";"";"";"81";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.1";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"30.11.2017 17:30";"22.8";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"30.11.2017 14:30";"23.8";"";"";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
