# Weather station Goalpara, India, WMO_ID=42407,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42407&lang=en
#
"Local time in Goalpara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2017 08:30";"18.6";"749.2";"752.5";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.0";"";"";"";"";"";"";
"25.11.2017 17:30";"25.4";"752.5";"755.8";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.7";"";"";"";"";"";"";
"25.11.2017 08:30";"19.0";"749.1";"752.4";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.4";"";"";"";"";"";"";
"24.11.2017 17:30";"25.0";"752.7";"756.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"2.0";"23.5";"";"";"";"";"";"";
"24.11.2017 08:30";"19.4";"748.8";"752.1";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"23.11.2017 17:30";"25.4";"752.8";"756.1";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.3";"";"";"";"";"";"";
"23.11.2017 08:30";"20.2";"748.2";"751.5";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.4";"";"";"";"";"";"";
"22.11.2017 17:30";"25.2";"752.9";"756.2";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.4";"";"";"";"";"";"";
"22.11.2017 08:30";"19.6";"749.1";"752.4";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.0";"";"";"";"";"";"";
"21.11.2017 17:30";"27.0";"753.1";"756.4";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"21.11.2017 08:30";"19.4";"748.6";"751.9";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"20.11.2017 17:30";"27.0";"754.3";"757.6";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"20.11.2017 08:30";"19.6";"748.9";"752.2";"";"98";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"19.2";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"19.11.2017 08:30";"20.2";"751.5";"754.8";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.6";"";"";"";"";"";"";
"18.11.2017 17:30";"28.8";"753.7";"756.9";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.3";"";"";"";"";"";"";
"18.11.2017 08:30";"20.4";"750.1";"753.4";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.8";"";"";"";"";"";"";
"17.11.2017 17:30";"26.2";"753.8";"757.1";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.3";"";"";"";"";"";"";
"17.11.2017 08:30";"20.8";"748.1";"751.4";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.4";"";"";"";"";"";"";
"16.11.2017 08:30";"19.4";"750.6";"753.9";"";"96";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"15.11.2017 17:30";"28.4";"755.2";"758.5";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"15.11.2017 08:30";"19.8";"748.9";"752.2";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"14.11.2017 17:30";"29.6";"754.6";"757.8";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.7";"";"";"";"";"";"";
"14.11.2017 08:30";"20.4";"747.4";"750.7";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"13.11.2017 17:30";"29.4";"754.1";"757.3";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.4";"";"";"";"";"";"";
"13.11.2017 08:30";"20.2";"747.9";"751.2";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"10.11.2017 17:30";"29.6";"747.8";"751.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"10.11.2017 11:30";"20.2";"746.6";"749.9";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"";"19.6";"";"";"";"";"";"";
"10.11.2017 08:30";"20.2";"746.6";"749.9";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.6";"";"";"";"";"";"";
"09.11.2017 17:30";"29.6";"754.2";"757.4";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.4";"";"";"";"";"";"";
"09.11.2017 08:30";"19.8";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"08.11.2017 17:30";"29.0";"754.9";"758.2";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"08.11.2017 08:30";"20.2";"754.6";"757.9";"";"98";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.9";"";"";"";"";"";"";
"07.11.2017 17:30";"29.0";"754.4";"757.6";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.2";"";"";"";"";"";"";
"07.11.2017 08:30";"20.0";"746.4";"749.7";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.0";"";"";"";"";"";"";
"06.11.2017 17:30";"30.0";"754.4";"757.6";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.3";"";"";"";"";"";"";
"06.11.2017 08:30";"20.0";"746.7";"750.0";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.4";"";"";"";"";"";"";
"05.11.2017 17:30";"30.0";"755.9";"759.1";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"05.11.2017 08:30";"19.8";"746.7";"750.0";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"04.11.2017 17:30";"29.6";"754.2";"757.4";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.5";"";"";"";"";"";"";
"04.11.2017 08:30";"19.2";"746.8";"750.1";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"03.11.2017 17:30";"29.2";"754.4";"757.6";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.1";"";"";"";"";"";"";
"03.11.2017 08:30";"19.6";"746.5";"749.8";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.6";"";"";"";"";"";"";
"02.11.2017 17:30";"29.0";"746.4";"749.6";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"02.11.2017 08:30";"19.0";"747.5";"750.8";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.4";"";"";"";"";"";"";
"01.11.2017 17:30";"28.0";"755.0";"758.3";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.7";"";"";"";"";"";"";
"01.11.2017 08:30";"19.4";"746.5";"749.8";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"31.10.2017 17:30";"27.0";"745.2";"748.4";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.3";"";"";"";"";"";"";
"31.10.2017 08:30";"19.8";"746.8";"750.1";"";"98";"Calm, no wind";"0";"";"";"50%.";"Rain or drizzle and snow, slight. ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.4";"";"";"";"";"";"";
