# Weather station Tuticorin, India, WMO_ID=43379,selection from 14.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43379&lang=en
#
"Local time in Tuticorin";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.12.2017 08:30";"26.4";"758.8";"759.0";"";"89";"Wind blowing from the north-northwest";"3";"";"";"40%.";" ";"";"";"23.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.4";"";"";"";"";"";"";
"03.12.2017 17:30";"28.4";"756.7";"756.9";"";"73";"Wind blowing from the east-southeast";"3";"";"";"50%.";" ";"";"";"";"30.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.1";"";"";"";"";"";"";
"03.12.2017 08:30";"25.0";"759.3";"759.5";"";"87";"Wind blowing from the north-northeast";"3";"";"";"50%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"22.6";"";"";"";"";"";"";
"02.12.2017 17:30";"26.8";"756.0";"756.2";"";"87";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.5";"";"";"";"";"";"";
"02.12.2017 08:30";"27.8";"758.8";"759.1";"";"75";"Wind blowing from the north-northwest";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.0";"";"";"";"";"";"";
"01.12.2017 17:30";"24.6";"755.2";"755.4";"";"80";"Wind blowing from the west-southwest";"7";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"25.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"01.12.2017 08:30";"24.8";"757.1";"757.3";"";"83";"Wind blowing from the north-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain and snow or other types of solid precipitation";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.8";"";"";"";"";"";"";
"30.11.2017 17:30";"26.0";"753.8";"754.0";"";"78";"Wind blowing from the south-southeast";"7";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"26.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"30.11.2017 08:30";"26.0";"755.6";"755.8";"";"90";"Wind blowing from the east-southeast";"9";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Thunderstorm(s) with or without precipitation.";"24.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.3";"";"";"";"";"";"";
"29.11.2017 17:30";"25.4";"754.6";"754.9";"";"84";"Wind blowing from the north-northeast";"6";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"25.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"29.11.2017 08:30";"26.2";"757.6";"757.9";"";"83";"Wind blowing from the north-northeast";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"23.0";"";"";"";"";"";"";
"28.11.2017 17:30";"28.8";"755.3";"755.5";"";"79";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.8";"";"";"";"";"";"";
"28.11.2017 08:30";"25.8";"758.5";"751.3";"";"86";"Wind blowing from the north-northeast";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"23.2";"";"";"";"";"";"";
"27.11.2017 17:30";"24.8";"756.4";"756.6";"";"87";"Wind blowing from the north-northwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.4";"";"";"";"";"";"";
"27.11.2017 08:30";"26.0";"758.5";"758.7";"";"90";"Wind blowing from the north-northeast";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"26.11.2017 17:30";"25.0";"757.3";"757.6";"";"87";"Wind blowing from the north-northeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.6";"";"";"";"";"";"";
"26.11.2017 08:30";"26.6";"759.4";"759.7";"";"74";"Wind blowing from the north-northeast";"6";"";"";"100%.";" ";"";"";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"21.5";"";"";"";"";"";"";
"25.11.2017 17:30";"29.2";"756.8";"757.0";"";"64";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"21.8";"";"";"";"";"";"";
"25.11.2017 08:30";"26.8";"759.3";"759.5";"";"80";"Wind blowing from the north-northeast";"4";"";"";"50%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.0";"";"";"";"";"";"";
"24.11.2017 17:30";"29.4";"756.1";"756.3";"";"66";"Wind blowing from the east-southeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.3";"";"";"";"";"";"";
"24.11.2017 08:30";"28.0";"759.3";"759.5";"";"78";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.9";"";"";"";"";"";"";
"23.11.2017 17:30";"29.6";"755.5";"755.7";"";"62";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"21.6";"";"";"";"";"";"";
"23.11.2017 08:30";"26.8";"757.9";"758.1";"";"83";"Wind blowing from the north-northeast";"4";"";"";"60%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.6";"";"";"";"";"";"";
"22.11.2017 17:30";"29.4";"755.1";"755.3";"";"71";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.6";"";"";"";"";"";"";
"22.11.2017 08:30";"27.0";"757.9";"758.1";"";"86";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"25.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.4";"";"";"";"";"";"";
"21.11.2017 17:30";"29.4";"755.5";"755.7";"";"72";"Wind blowing from the east-southeast";"4";"";"";"60%.";" ";"";"";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.9";"";"";"";"";"";"";
"21.11.2017 08:30";"27.2";"758.8";"759.0";"";"87";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.9";"";"";"";"";"";"";
"20.11.2017 17:30";"29.4";"756.1";"756.4";"";"70";"Wind blowing from the east-southeast";"6";"";"";"60%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.3";"";"";"";"";"";"";
"20.11.2017 08:30";"27.4";"758.8";"759.1";"";"84";"Wind blowing from the north-northeast";"3";"";"";"50%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.5";"";"";"";"";"";"";
"19.11.2017 17:30";"29.4";"755.8";"756.1";"";"76";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"31.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.8";"";"";"";"";"";"";
"19.11.2017 08:30";"25.4";"758.5";"758.8";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.7";"";"";"";"";"";"";
"18.11.2017 17:30";"29.4";"755.2";"755.5";"";"71";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.6";"";"";"";"";"";"";
"18.11.2017 08:30";"29.4";"757.9";"758.1";"";"76";"Wind blowing from the north-northeast";"3";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.8";"";"";"";"";"";"";
"17.11.2017 17:30";"30.0";"754.2";"754.4";"";"65";"Wind blowing from the east-southeast";"6";"";"";"20–30%.";" ";"";"";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.7";"";"";"";"";"";"";
"17.11.2017 08:30";"27.6";"756.7";"757.0";"";"78";"Wind blowing from the north-northeast";"3";"";"";"40%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.5";"";"";"";"";"";"";
