# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.10.2017 17:30";"30.0";"701.3";"753.7";"";"48";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"17.9";"";"";"";"";"";"";
"24.10.2017 08:30";"25.2";"701.9";"755.2";"";"65";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.2";"";"";"";"";"";"";
"23.10.2017 17:30";"27.0";"699.4";"752.2";"";"66";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"27.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"20.2";"";"";"";"";"";"";
"23.10.2017 08:30";"26.2";"700.7";"753.7";"";"74";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.2";"";"";"";"";"";"";
"22.10.2017 17:30";"29.0";"698.4";"750.7";"";"71";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"23.1";"";"";"";"";"";"";
"21.10.2017 17:30";"30.6";"698.4";"750.4";"";"63";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.7";"";"";"";"";"";"";
"21.10.2017 08:30";"25.0";"699.8";"753.0";"";"75";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"20.3";"";"";"";"";"";"";
"20.10.2017 17:30";"30.8";"698.0";"750.0";"";"65";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"23.5";"";"";"";"";"";"";
"20.10.2017 08:30";"25.8";"699.2";"752.2";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"19.10.2017 17:30";"30.6";"698.4";"750.4";"";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"23.2";"";"";"";"";"";"";
"19.10.2017 08:30";"25.0";"699.1";"752.2";"";"95";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"24.1";"";"";"";"";"";"";
"18.10.2017 08:30";"25.4";"699.2";"752.2";"";"60";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"17.0";"";"";"";"";"";"";
"17.10.2017 08:30";"26.8";"700.1";"753.0";"";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.7";"";"";"";"";"";"";
"16.10.2017 17:30";"30.0";"698.5";"750.7";"";"71";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"24.1";"";"";"";"";"";"";
"16.10.2017 08:30";"26.6";"700.1";"753.0";"";"80";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.9";"";"";"";"";"";"";
"15.10.2017 17:30";"30.8";"697.7";"749.6";"";"65";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"10.0";"23.5";"";"";"";"";"";"";
"15.10.2017 08:30";"26.8";"699.4";"752.2";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"14.10.2017 17:30";"26.4";"696.5";"749.2";"";"80";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"26.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.7";"";"";"";"";"";"";
"14.10.2017 08:30";"25.0";"699.1";"752.2";"";"94";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"22.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.9";"";"";"";"";"";"";
"13.10.2017 17:30";"24.8";"696.3";"749.2";"";"94";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"25.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.7";"";"";"";"";"";"";
"13.10.2017 08:30";"25.2";"698.5";"751.5";"";"87";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.9";"";"";"";"";"";"";
"12.10.2017 17:30";"27.8";"697.2";"749.6";"";"75";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"29.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"10.0";"23.0";"";"";"";"";"";"";
"12.10.2017 08:30";"25.4";"698.9";"751.9";"";"84";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.5";"";"";"";"";"";"";
"11.10.2017 17:30";"29.2";"697.0";"749.2";"";"73";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.9";"";"";"";"";"";"";
"11.10.2017 08:30";"22.6";"698.0";"751.5";"";"93";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"20.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"21.4";"";"";"";"";"";"";
"10.10.2017 17:30";"26.0";"696.2";"748.9";"";"85";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"29.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"10.0";"23.2";"";"";"";"";"";"";
"10.10.2017 08:30";"22.6";"697.7";"751.1";"";"98";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"22.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"10.0";"22.3";"";"";"";"";"";"";
"09.10.2017 17:30";"22.4";"695.9";"749.2";"";"96";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"23.2";"Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"10.0";"21.8";"";"";"";"";"";"";
"09.10.2017 08:30";"24.6";"698.4";"751.5";"";"98";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"24.2";"";"";"";"";"";"";
"08.10.2017 17:30";"25.4";"696.4";"749.2";"";"92";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"25.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"24.0";"";"";"";"";"";"";
"08.10.2017 08:30";"24.2";"698.3";"751.5";"";"98";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"10.0";"23.9";"";"";"";"";"";"";
"07.10.2017 17:30";"29.6";"697.1";"749.2";"";"69";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.4";"";"";"";"";"";"";
"07.10.2017 08:30";"27.2";"698.8";"751.5";"";"79";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.2";"";"";"";"";"";"";
"06.10.2017 17:30";"27.6";"697.5";"750.0";"";"78";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.4";"";"";"";"";"";"";
"05.10.2017 17:30";"26.6";"696.6";"749.2";"";"88";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"24.4";"";"";"";"";"";"";
"05.10.2017 08:30";"27.2";"699.5";"752.2";"";"69";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"10.0";"21.1";"";"";"";"";"";"";
"04.10.2017 17:30";"30.0";"697.9";"750.0";"";"76";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.3";"";"";"";"";"";"";
"04.10.2017 08:30";"28.0";"700.4";"753.0";"";"68";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.6";"";"";"";"";"";"";
"03.10.2017 17:30";"29.0";"697.0";"749.2";"";"72";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.4";"";"";"";"";"";"";
"03.10.2017 08:30";"25.2";"698.5";"751.5";"";"82";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.0";"";"";"";"";"";"";
"02.10.2017 17:30";"26.2";"696.5";"749.2";"";"82";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"30.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.8";"";"";"";"";"";"";
"01.10.2017 08:30";"27.4";"700.3";"753.0";"";"69";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"21.3";"";"";"";"";"";"";
"30.09.2017 17:30";"31.4";"698.1";"750.0";"";"61";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"22.9";"";"";"";"";"";"";
"30.09.2017 08:30";"27.2";"700.2";"753.0";"";"77";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"22.9";"";"";"";"";"";"";
"29.09.2017 17:30";"31.2";"698.1";"750.0";"";"60";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.4";"";"";"";"";"";"";
"28.09.2017 17:30";"30.2";"697.2";"749.2";"";"60";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.6";"";"";"";"";"";"";
"28.09.2017 08:30";"26.2";"698.7";"751.5";"";"76";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.6";"";"";"";"";"";"";
"27.09.2017 17:30";"30.2";"697.9";"750.0";"";"59";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.3";"";"";"";"";"";"";
"27.09.2017 08:30";"26.8";"700.1";"753.0";"";"79";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.8";"";"";"";"";"";"";
"26.09.2017 17:30";"30.0";"697.9";"750.0";"";"59";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.0";"";"";"";"";"";"";
"26.09.2017 08:30";"26.2";"699.3";"752.2";"";"82";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.8";"";"";"";"";"";"";
"25.09.2017 17:30";"29.6";"697.8";"750.0";"";"68";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"23.1";"";"";"";"";"";"";
"25.09.2017 08:30";"28.6";"699.7";"752.2";"";"66";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.7";"";"";"";"";"";"";
"24.09.2017 17:30";"28.6";"699.1";"751.5";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.7";"";"";"";"";"";"";
"24.09.2017 08:30";"26.0";"700.7";"753.7";"";"79";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.0";"";"";"";"";"";"";
"23.09.2017 17:30";"27.8";"698.9";"751.5";"";"72";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.4";"";"";"";"";"";"";
