# Weather station Wardha, India, WMO_ID=42939,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42939&lang=en
#
"Local time in Wardha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.12.2017 14:30";"30.6";"734.2";"758.0";"-2.2";"28";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.3";"";"";"";"";"";"";
"09.12.2017 11:30";"28.6";"736.4";"760.5";"0.0";"31";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"09.12.2017 08:30";"20.8";"736.4";"761.1";"";"63";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.5";"";"";"";"";"";"";
"08.12.2017 17:30";"28.6";"734.5";"758.5";"0.9";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"08.12.2017 14:30";"30.6";"733.6";"757.4";"-2.7";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"08.12.2017 11:30";"28.0";"736.3";"760.4";"-0.6";"39";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"12.7";"";"";"";"";"";"";
"08.12.2017 08:30";"18.7";"736.9";"761.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"07.12.2017 17:30";"29.0";"733.5";"757.4";"0.3";"51";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.9";"";"";"";"";"";"";
"07.12.2017 14:30";"30.1";"733.2";"757.0";"-3.0";"36";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"07.12.2017 11:30";"28.0";"736.2";"760.3";"0.2";"39";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"12.7";"";"";"";"";"";"";
"07.12.2017 08:30";"19.6";"736.0";"760.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"06.12.2017 20:30";"27.7";"733.6";"757.6";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.3";"";"";"";"";"";"";
"06.12.2017 17:30";"27.7";"733.6";"757.6";"-0.4";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.3";"";"";"";"";"";"";
"06.12.2017 14:30";"29.4";"734.0";"757.9";"-1.6";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"06.12.2017 11:30";"26.5";"735.6";"759.8";"0.3";"46";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.0";"";"";"";"";"";"";
"06.12.2017 08:30";"18.0";"735.3";"760.2";"";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.4";"";"";"";"";"";"";
"05.12.2017 17:30";"27.2";"734.0";"758.1";"0.4";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.1";"";"";"";"";"";"";
"05.12.2017 14:30";"28.5";"733.6";"757.6";"-2.1";"35";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.4";"";"";"";"";"";"";
"05.12.2017 11:30";"26.5";"735.7";"759.9";"-0.2";"36";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"10.4";"";"";"";"";"";"";
"05.12.2017 08:30";"16.4";"735.9";"761.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"2.0";"10.0";"";"";"";"";"";"";
"04.12.2017 17:30";"26.5";"733.7";"757.8";"-0.6";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.9";"";"";"";"";"";"";
"04.12.2017 14:30";"28.1";"734.3";"758.3";"-2.3";"30";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.7";"";"";"";"";"";"";
"04.12.2017 11:30";"26.1";"736.6";"760.9";"-0.2";"33";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"8.7";"";"";"";"";"";"";
"04.12.2017 08:30";"14.9";"736.8";"762.0";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"9.4";"";"";"";"";"";"";
"03.12.2017 17:30";"27.4";"734.8";"758.9";"-1.2";"30";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.3";"";"";"";"";"";"";
"03.12.2017 14:30";"28.5";"736.0";"760.1";"-2.4";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"03.12.2017 11:30";"26.3";"738.4";"762.7";"-0.1";"35";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"9.6";"";"";"";"";"";"";
"03.12.2017 08:30";"15.1";"738.5";"763.8";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"11.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"10.0";"";"";"";"";"";"";
"02.12.2017 17:30";"26.7";"735.2";"759.4";"-0.5";"31";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.1";"";"";"";"";"";"";
"02.12.2017 14:30";"29.0";"735.7";"759.7";"-2.3";"27";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"02.12.2017 11:30";"26.0";"738.0";"762.3";"0.0";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"9.8";"";"";"";"";"";"";
"02.12.2017 08:30";"15.0";"738.0";"763.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"2.0";"9.6";"";"";"";"";"";"";
"01.12.2017 17:30";"26.1";"734.2";"758.4";"-0.3";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.1";"";"";"";"";"";"";
"01.12.2017 14:30";"28.5";"734.5";"758.5";"-2.2";"28";"Wind blowing from the east-northeast";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"8.3";"";"";"";"";"";"";
"01.12.2017 11:30";"26.6";"736.7";"760.9";"0.1";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"9.8";"";"";"";"";"";"";
"01.12.2017 08:30";"15.7";"736.6";"761.8";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"10.7";"";"";"";"";"";"";
"30.11.2017 17:30";"28.4";"735.3";"759.3";"-0.1";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"30.11.2017 14:30";"29.9";"735.4";"759.3";"-1.8";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"30.11.2017 11:30";"28.1";"737.2";"761.3";"-0.2";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"30.11.2017 08:30";"15.5";"737.4";"762.6";"";"74";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"12.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"10.9";"";"";"";"";"";"";
"29.11.2017 17:30";"28.1";"735.6";"759.7";"-0.2";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"29.11.2017 14:30";"30.0";"735.8";"759.7";"-2.0";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"29.11.2017 11:30";"26.5";"737.8";"762.1";"0.4";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"9.4";"";"";"";"";"";"";
"29.11.2017 08:30";"15.4";"737.4";"762.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"28.11.2017 17:30";"28.5";"735.4";"759.4";"-0.1";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"28.11.2017 14:30";"31.1";"735.5";"759.3";"-2.1";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"28.11.2017 11:30";"28.1";"737.6";"761.7";"0.4";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"7.6";"";"";"";"";"";"";
"28.11.2017 08:30";"15.0";"737.2";"762.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"27.11.2017 17:30";"28.6";"735.1";"759.1";"0.1";"22";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.1";"";"";"";"";"";"";
"27.11.2017 14:30";"30.2";"735.0";"758.9";"-2.4";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"27.11.2017 11:30";"28.0";"737.4";"761.5";"-0.4";"25";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"5.9";"";"";"";"";"";"";
"27.11.2017 08:30";"15.4";"737.8";"763.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"2.0";"7.4";"";"";"";"";"";"";
"26.11.2017 17:30";"29.0";"736.0";"760.0";"-0.6";"24";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.5";"";"";"";"";"";"";
"26.11.2017 14:30";"30.5";"736.6";"760.5";"-2.0";"20";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.3";"";"";"";"";"";"";
"26.11.2017 11:30";"27.5";"738.6";"762.8";"-0.2";"24";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.4";"";"";"";"";"";"";
"26.11.2017 08:30";"14.0";"738.8";"764.2";"";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"8.0";"";"";"";"";"";"";
"25.11.2017 17:30";"28.0";"736.3";"760.4";"0.0";"28";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.6";"";"";"";"";"";"";
"25.11.2017 14:30";"29.5";"736.3";"760.3";"-2.4";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"25.11.2017 11:30";"22.6";"738.7";"763.3";"0.8";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"25.11.2017 08:30";"16.7";"737.9";"763.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"24.11.2017 17:30";"29.0";"735.4";"759.4";"-0.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"24.11.2017 14:30";"29.5";"735.5";"759.5";"-2.2";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"24.11.2017 11:30";"28.2";"737.7";"761.8";"0.7";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"24.11.2017 08:30";"19.7";"737.0";"761.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"23.11.2017 17:30";"30.4";"734.8";"758.7";"0.9";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"23.11.2017 14:30";"30.5";"733.9";"757.7";"-1.9";"47";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"23.11.2017 11:30";"28.5";"735.8";"759.8";"0.7";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"15.4";"";"";"";"";"";"";
"23.11.2017 08:30";"21.2";"735.1";"759.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"22.11.2017 17:30";"29.8";"732.6";"756.4";"-1.3";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"22.11.2017 14:30";"31.0";"733.9";"757.7";"-2.6";"45";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"22.11.2017 11:30";"28.8";"736.5";"760.5";"1.1";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.1";"";"";"";"";"";"";
"22.11.2017 08:30";"22.6";"735.4";"759.9";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.7";"";"";"";"";"";"";
"21.11.2017 17:30";"29.8";"734.9";"758.8";"0.6";"49";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"21.11.2017 14:30";"30.7";"734.3";"758.1";"-2.4";"43";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"21.11.2017 11:30";"29.0";"736.7";"760.7";"0.1";"40";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"21.11.2017 08:30";"22.1";"736.6";"761.2";"";"61";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.2";"";"";"";"";"";"";
"20.11.2017 17:30";"30.6";"735.5";"759.4";"0.4";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"20.11.2017 14:30";"32.0";"735.1";"758.8";"-1.8";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
