# Weather station Karvar, India, WMO_ID=43225,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43225&lang=en
#
"Local time in Karvar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.12.2017 20:30";"27.8";"756.4";"756.8";"";"77";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"31.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.4";"";"";"";"";"";"";
"06.12.2017 17:30";"27.8";"756.4";"756.8";"-0.4";"77";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"31.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.4";"";"";"";"";"";"";
"06.12.2017 14:30";"30.0";"756.8";"757.2";"-1.4";"62";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.0";"";"";"";"";"";"";
"06.12.2017 11:30";"28.4";"758.2";"758.6";"0.2";"72";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"06.12.2017 08:30";"26.4";"758.0";"758.4";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.2";"";"";"";"";"";"";
"05.12.2017 17:30";"25.8";"755.8";"756.1";"0.0";"78";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"28.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.6";"";"";"";"";"";"";
"05.12.2017 14:30";"24.8";"755.8";"756.1";"-1.2";"87";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.4";"";"";"";"";"";"";
"05.12.2017 11:30";"25.4";"757.0";"757.3";"0.7";"90";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.7";"";"";"";"";"";"";
"05.12.2017 08:30";"27.8";"756.3";"756.7";"";"73";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";" ";"";"";"26.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"04.12.2017 17:30";"29.2";"755.5";"755.9";"-0.2";"79";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"04.12.2017 14:30";"31.8";"755.7";"756.1";"-1.6";"60";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.1";"";"";"";"";"";"";
"04.12.2017 11:30";"31.4";"757.3";"757.7";"-0.1";"55";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.3";"";"";"";"";"";"";
"04.12.2017 08:30";"27.2";"757.4";"757.8";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.3";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"03.12.2017 17:30";"30.0";"756.4";"756.8";"0.2";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"03.12.2017 14:30";"33.0";"756.2";"756.6";"-1.7";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"03.12.2017 11:30";"32.6";"757.9";"758.2";"0.3";"53";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"03.12.2017 08:30";"27.6";"757.6";"758.0";"";"63";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.0";"";"";"";"";"";"";
"02.12.2017 17:30";"29.6";"755.7";"756.1";"-0.2";"63";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"34.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus translucidus.";"";"10.0";"21.9";"";"";"";"";"";"";
"02.12.2017 14:30";"34.4";"755.9";"756.3";"-1.6";"47";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"02.12.2017 11:30";"31.0";"757.5";"757.9";"0.0";"51";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.8";"";"";"";"";"";"";
"02.12.2017 08:30";"27.8";"757.5";"757.9";"";"58";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"25.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"01.12.2017 17:30";"33.0";"754.5";"754.9";"-0.1";"51";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"01.12.2017 14:30";"34.0";"754.6";"755.0";"-2.1";"47";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"01.12.2017 11:30";"32.6";"756.7";"757.0";"-0.2";"48";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.3";"";"";"";"";"";"";
"01.12.2017 08:30";"27.6";"756.9";"757.3";"";"61";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.3";"";"";"";"";"";"";
"30.11.2017 17:30";"32.4";"755.6";"756.0";"0.1";"63";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.4";"";"";"";"";"";"";
"30.11.2017 14:30";"35.0";"755.5";"755.9";"-1.9";"41";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.7";"";"";"";"";"";"";
"30.11.2017 11:30";"31.6";"757.4";"757.8";"-0.4";"47";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.1";"";"";"";"";"";"";
"30.11.2017 08:30";"26.0";"757.8";"758.2";"";"59";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.4";"";"";"";"";"";"";
"29.11.2017 17:30";"32.4";"756.5";"756.9";"-0.3";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"29.11.2017 14:30";"35.0";"756.8";"757.2";"-2.3";"37";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.1";"";"";"";"";"";"";
"29.11.2017 11:30";"31.8";"759.1";"759.4";"0.0";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"29.11.2017 08:30";"25.8";"759.1";"759.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.1";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"28.11.2017 17:30";"31.0";"756.7";"757.0";"-0.2";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"28.11.2017 14:30";"35.8";"756.9";"757.3";"-2.0";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"28.11.2017 11:30";"33.4";"758.9";"759.3";"0.1";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"28.11.2017 08:30";"24.0";"758.8";"759.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.3";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"27.11.2017 17:30";"32.6";"756.5";"756.9";"-0.3";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.6";"";"";"";"";"";"";
"27.11.2017 14:30";"36.0";"756.8";"757.2";"-2.2";"41";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"27.11.2017 11:30";"31.8";"759.0";"759.4";"-0.3";"52";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"27.11.2017 08:30";"26.6";"759.3";"759.7";"";"67";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.9";"";"";"";"";"";"";
"26.11.2017 17:30";"30.8";"757.6";"757.9";"-0.1";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.9";"";"";"";"";"";"";
"26.11.2017 14:30";"35.0";"757.7";"758.1";"-2.0";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"26.11.2017 11:30";"32.2";"759.7";"760.1";"-0.6";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.2";"";"";"";"";"";"";
"26.11.2017 08:30";"25.6";"760.3";"760.7";"";"76";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.1";"";"";"";"";"";"";
"25.11.2017 17:30";"31.8";"757.3";"757.7";"0.0";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"25.11.2017 14:30";"34.0";"757.3";"757.7";"-1.7";"49";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.7";"";"";"";"";"";"";
"25.11.2017 11:30";"31.4";"759.0";"759.4";"-0.1";"50";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.9";"";"";"";"";"";"";
"25.11.2017 08:30";"24.2";"759.1";"759.5";"";"88";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.1";"";"";"";"";"";"";
