# Weather station Gulbarga, India, WMO_ID=43121,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43121&lang=en
#
"Local time in Gulbarga";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.12.2017 17:30";"29.4";"719.5";"757.3";"-0.4";"42";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"10.12.2017 14:30";"31.8";"719.9";"757.3";"-2.1";"38";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"10.12.2017 11:30";"29.8";"722.0";"759.8";"-0.4";"42";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"10.12.2017 08:30";"23.0";"722.4";"761.2";"";"65";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"09.12.2017 17:30";"29.6";"718.9";"756.5";"0.0";"41";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"09.12.2017 14:30";"32.4";"718.9";"756.1";"-2.3";"37";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"09.12.2017 11:30";"30.4";"721.2";"758.8";"-0.2";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"09.12.2017 08:30";"23.6";"721.4";"760.0";"";"68";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"08.12.2017 17:30";"31.0";"717.8";"755.3";"0.0";"34";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"08.12.2017 14:30";"33.6";"717.8";"754.9";"-2.6";"33";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"08.12.2017 11:30";"30.0";"720.4";"758.2";"-0.3";"46";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"08.12.2017 08:30";"23.6";"720.7";"759.1";"";"68";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"07.12.2017 17:30";"31.6";"718.0";"755.3";"0.1";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"07.12.2017 14:30";"32.6";"717.9";"755.2";"-2.0";"50";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"07.12.2017 11:30";"30.0";"719.9";"757.6";"-0.7";"60";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"07.12.2017 08:30";"24.2";"720.6";"758.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.8";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"06.12.2017 20:30";"28.4";"717.9";"755.6";"";"61";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"06.12.2017 17:30";"28.4";"717.9";"755.6";"-0.1";"61";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"06.12.2017 14:30";"29.2";"718.0";"755.7";"-2.6";"61";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"06.12.2017 11:30";"27.8";"720.6";"758.5";"-0.1";"68";"Wind blowing from the south-southeast";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"06.12.2017 08:30";"22.6";"720.7";"759.3";"";"86";"Wind blowing from the south-east";"4";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.2";"";"";"";"";"";"";
"05.12.2017 17:30";"27.4";"717.4";"755.2";"-0.1";"69";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"05.12.2017 14:30";"28.0";"717.5";"755.3";"-1.8";"68";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.6";"";"";"";"";"";"";
"05.12.2017 11:30";"28.0";"719.3";"757.3";"-1.5";"66";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"05.12.2017 08:30";"22.4";"720.8";"759.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.8";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.12.2017 17:30";"28.4";"718.0";"755.7";"0.0";"48";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.3";"";"";"";"";"";"";
"04.12.2017 14:30";"31.0";"718.0";"755.5";"-2.4";"49";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.2";"";"";"";"";"";"";
"04.12.2017 11:30";"27.6";"720.4";"758.6";"-1.0";"60";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.2";"";"";"";"";"";"";
"04.12.2017 08:30";"21.8";"721.4";"760.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.8";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"03.12.2017 17:30";"29.0";"719.0";"756.7";"-0.3";"50";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.4";"";"";"";"";"";"";
"03.12.2017 14:30";"30.8";"719.3";"756.9";"-2.3";"47";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"03.12.2017 11:30";"27.6";"721.6";"759.7";"-0.3";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"03.12.2017 08:30";"20.6";"721.9";"760.9";"";"83";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.3";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"02.12.2017 17:30";"28.0";"718.8";"756.6";"-1.1";"56";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.3";"";"";"";"";"";"";
"02.12.2017 14:30";"30.4";"719.9";"757.5";"-1.2";"50";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"02.12.2017 11:30";"27.0";"721.1";"759.3";"";"65";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"01.12.2017 17:30";"28.8";"717.9";"755.6";"-0.4";"58";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"19.6";"";"";"";"";"";"";
"01.12.2017 14:30";"30.8";"718.3";"755.8";"-2.7";"51";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"19.6";"";"";"";"";"";"";
"01.12.2017 11:30";"27.8";"721.0";"759.0";"-0.7";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"01.12.2017 08:30";"22.0";"721.7";"760.6";"";"80";"Wind blowing from the east-northeast";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.3";"";"";"";"";"";"";
"30.11.2017 17:30";"31.0";"719.0";"756.5";"0.1";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"30.11.2017 14:30";"32.4";"718.9";"756.2";"-3.0";"39";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"30.11.2017 11:30";"29.0";"721.9";"759.7";"-0.3";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"30.11.2017 08:30";"22.0";"722.2";"761.0";"";"75";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"29.11.2017 17:30";"29.4";"719.9";"757.6";"-0.2";"38";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.7";"";"";"";"";"";"";
"29.11.2017 14:30";"32.4";"720.1";"757.4";"-2.3";"36";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.3";"";"";"";"";"";"";
"29.11.2017 11:30";"28.2";"722.4";"760.3";"0.5";"54";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"29.11.2017 08:30";"21.8";"721.9";"760.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.6";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"28.11.2017 17:30";"30.4";"719.3";"756.9";"-0.4";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"28.11.2017 14:30";"32.6";"719.7";"757.0";"-1.7";"30";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"28.11.2017 11:30";"30.0";"721.4";"759.2";"-0.8";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"28.11.2017 08:30";"23.0";"722.2";"760.9";"";"62";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"27.11.2017 17:30";"30.4";"719.3";"756.9";"-0.5";"34";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.9";"";"";"";"";"";"";
"27.11.2017 14:30";"33.0";"719.8";"757.1";"-2.4";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"27.11.2017 11:30";"30.0";"722.2";"760.0";"-0.6";"47";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"27.11.2017 08:30";"23.4";"722.8";"761.5";"";"71";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"26.11.2017 17:30";"29.4";"720.5";"758.2";"-0.5";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.1";"";"";"";"";"";"";
"26.11.2017 14:30";"31.6";"721.0";"758.5";"-1.6";"39";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.2";"";"";"";"";"";"";
"26.11.2017 11:30";"28.4";"722.6";"760.6";"-1.1";"59";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"26.11.2017 08:30";"23.0";"723.7";"762.5";"";"80";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.4";"";"";"";"";"";"";
"25.11.2017 17:30";"30.4";"719.5";"757.1";"-0.1";"48";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.1";"";"";"";"";"";"";
"25.11.2017 14:30";"32.2";"719.6";"757.0";"-2.3";"44";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
