# Weather station Comilla, Bangladesh, WMO_ID=41933,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=41933&lang=en
#
"Local time in Comilla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.12.2017 06:00";"17.0";"763.2";"763.9";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.1";"17.0";"";"";"";"";"";"";
"21.12.2017 03:00";"17.4";"762.9";"763.6";"-0.3";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.1";"17.0";"";"";"";"";"";"";
"21.12.2017 00:00";"18.0";"763.2";"763.9";"0.0";"94";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"17.0";"";"";"";"";"";"";
"20.12.2017 21:00";"18.8";"763.2";"763.9";"1.1";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.4";"18.0";"";"";"";"";"";"";
"20.12.2017 18:00";"21.6";"762.1";"762.7";"0.6";"91";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"20.12.2017 15:00";"23.7";"761.5";"762.2";"-2.4";"75";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"20.12.2017 12:00";"20.2";"763.9";"764.6";"-1.0";"87";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.8";"18.0";"";"";"";"";"";"";
"20.12.2017 09:00";"17.5";"764.9";"765.6";"1.9";"100";"Wind blowing from the north-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.8";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.4";"17.5";"";"";"";"";"";"";
"20.12.2017 06:00";"17.1";"763.0";"763.6";"";"99";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.1";"17.0";"";"";"";"";"";"";
"20.12.2017 03:00";"17.4";"762.7";"763.3";"";"98";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"17.0";"";"";"";"";"";"";
"20.12.2017 00:00";"17.6";"762.8";"763.4";"-0.1";"100";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.6";"17.6";"";"";"";"";"";"";
"19.12.2017 21:00";"19.0";"762.9";"763.5";"";"88";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.0";"";"";"";"";"";"";
"19.12.2017 18:00";"20.7";"761.6";"762.2";"0.4";"90";"Wind blowing from the north-west";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"19.12.2017 15:00";"23.3";"761.2";"761.8";"-1.8";"72";"Wind blowing from the north-west";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"19.12.2017 12:00";"19.4";"763.0";"763.7";"-0.9";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.5";"18.0";"";"";"";"";"";"";
"19.12.2017 09:00";"18.0";"763.9";"764.5";"2.1";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.0";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"19.12.2017 06:00";"17.4";"761.8";"762.5";"";"98";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"17.0";"";"";"";"";"";"";
"19.12.2017 03:00";"18.0";"762.4";"763.0";"-0.2";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.12.2017 00:00";"18.4";"762.6";"763.3";"0.4";"92";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"18.12.2017 21:00";"19.0";"762.2";"762.9";"1.1";"94";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"18.12.2017 18:00";"22.0";"761.1";"761.8";"0.2";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.0";"";"";"";"";"";"";
"18.12.2017 15:00";"23.8";"760.9";"761.5";"-2.1";"66";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"17.0";"";"";"";"";"";"";
"18.12.2017 12:00";"20.5";"763.0";"763.6";"-0.5";"80";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"18.12.2017 09:00";"18.8";"763.5";"764.2";"1.7";"89";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"3.0";"17.0";"";"";"";"";"";"";
"18.12.2017 06:00";"17.8";"761.8";"762.4";"";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.0";"17.0";"";"";"";"";"";"";
"18.12.2017 03:00";"17.0";"762.1";"762.7";"-0.2";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"18.12.2017 00:00";"18.3";"762.3";"763.0";"0.2";"87";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"17.12.2017 21:00";"19.9";"762.1";"762.7";"1.6";"89";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"3.0";"18.0";"";"";"";"";"";"";
"17.12.2017 18:00";"21.8";"760.5";"761.2";"-0.2";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.2";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"17.12.2017 15:00";"25.5";"760.7";"761.3";"-2.3";"56";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"5.0";"16.0";"";"";"";"";"";"";
"17.12.2017 12:00";"22.0";"763.0";"763.6";"-0.6";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"17.12.2017 09:00";"16.8";"763.6";"764.2";"1.8";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.1";"16.8";"";"";"";"";"";"";
"17.12.2017 06:00";"15.9";"761.8";"762.4";"";"94";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.1";"15.0";"";"";"";"";"";"";
"17.12.2017 03:00";"17.0";"761.3";"762.0";"-0.5";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"17.12.2017 00:00";"18.0";"761.8";"762.4";"0.0";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.0";"17.0";"";"";"";"";"";"";
"16.12.2017 21:00";"19.3";"761.8";"762.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.0";"18.0";"";"";"";"";"";"";
"16.12.2017 15:00";"25.6";"759.6";"760.2";"-2.1";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.12.2017 12:00";"23.4";"761.7";"762.4";"-1.0";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.12.2017 09:00";"17.2";"762.7";"763.4";"0.9";"";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.5";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";
"16.12.2017 06:00";"16.0";"761.8";"762.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"16.0";"";"";"";"";"";"";
"16.12.2017 03:00";"17.0";"761.8";"762.5";"-0.1";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.12.2017 00:00";"17.8";"761.9";"762.6";"0.1";"95";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"15.12.2017 21:00";"19.2";"761.8";"762.5";"1.7";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"15.12.2017 18:00";"22.0";"760.1";"760.8";"0.4";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"5.0";"15.0";"";"";"";"";"";"";
"15.12.2017 15:00";"26.0";"759.7";"760.4";"-1.5";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"13.0";"";"";"";"";"";"";
"15.12.2017 12:00";"25.0";"761.2";"761.8";"-1.1";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"6.0";"12.0";"";"";"";"";"";"";
"15.12.2017 09:00";"20.4";"762.3";"763.0";"1.6";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"";"";"";"";"";"5.0";"15.0";"";"";"";"";"";"";
"15.12.2017 06:00";"16.6";"760.7";"761.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"16.6";"";"";"";"";"";"";
"15.12.2017 03:00";"17.6";"760.4";"760.9";"-0.7";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.4";"17.6";"";"";"";"";"";"";
"15.12.2017 00:00";"19.0";"761.1";"761.8";"-0.1";"94";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"3.0";"18.0";"";"";"";"";"";"";
"14.12.2017 21:00";"20.0";"761.2";"761.9";"1.2";"94";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"14.12.2017 18:00";"23.4";"760.0";"760.7";"0.3";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"";"";"";"5.0";"19.0";"";"";"";"";"";"";
"14.12.2017 15:00";"26.7";"759.7";"760.4";"-1.6";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"13.0";"";"";"";"";"";"";
"14.12.2017 12:00";"25.4";"761.3";"762.0";"-0.8";"64";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"14.12.2017 09:00";"21.0";"762.1";"762.8";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.8";"20.0";"";"";"";"";"";"";
"14.12.2017 00:00";"20.6";"760.1";"760.8";"";"100";"Calm, no wind";"0";"";"";"50%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.6";"20.6";"";"";"";"";"";"";
"13.12.2017 18:00";"24.3";"759.0";"759.7";"0.2";"87";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"22.0";"";"";"";"";"";"";
"13.12.2017 15:00";"27.0";"758.8";"759.5";"-1.8";"62";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.0";"";"";"";"";"";"";
"13.12.2017 12:00";"26.2";"760.6";"761.3";"-0.9";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"19.0";"";"";"";"";"";"";
"13.12.2017 09:00";"21.0";"761.5";"762.1";"1.5";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.0";"";"";"";"";"";"";"2.0";"20.0";"";"";"";"";"";"";
"13.12.2017 06:00";"19.3";"760.0";"760.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"18.0";"";"";"";"";"";"";
