# Weather station Medak, India, WMO_ID=43083,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43083&lang=en
#
"Local time in Medak";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.11.2017 17:30";"29.0";"714.1";"752.8";"";"53";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.4";"";"";"";"";"";"";
"16.11.2017 08:30";"26.2";"716.4";"755.3";"";"51";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.4";"";"";"";"";"";"";
"15.11.2017 17:30";"30.2";"712.9";"751.1";"";"65";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.9";"";"";"";"";"";"";
"15.11.2017 08:30";"26.2";"716.2";"755.1";"";"62";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.4";"";"";"";"";"";"";
"14.11.2017 17:30";"28.2";"714.1";"752.8";"";"57";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"33.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.9";"";"";"";"";"";"";
"14.11.2017 08:30";"25.6";"716.2";"755.3";"";"62";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"13.11.2017 17:30";"28.6";"714.2";"752.8";"";"45";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.6";"";"";"";"";"";"";
"13.11.2017 08:30";"19.6";"716.7";"756.7";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"12.11.2017 17:30";"28.2";"714.7";"753.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"20.0";"17.1";"";"";"";"";"";"";
"12.11.2017 08:30";"18.4";"717.6";"757.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"11.11.2017 17:30";"27.0";"715.5";"754.4";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"11.7";"";"";"";"";"";"";
"11.11.2017 08:30";"22.6";"718.9";"758.5";"";"56";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"";"";"";"";"";"";
"10.11.2017 17:30";"28.2";"715.6";"754.3";"";"47";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.9";"";"";"";"";"";"";
"10.11.2017 08:30";"24.6";"718.1";"757.4";"";"58";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"";"";"";"";"";"";
"09.11.2017 08:30";"23.8";"718.5";"758.0";"";"";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"";"";"";"";"";"";"";
"08.11.2017 17:30";"26.4";"716.2";"755.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"15.6";"";"";"";"";"";"";
"08.11.2017 08:30";"24.2";"719.6";"759.0";"";"65";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"14.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"07.11.2017 17:30";"26.8";"716.8";"755.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"20.0";"16.1";"";"";"";"";"";"";
"07.11.2017 08:30";"23.2";"718.8";"758.3";"";"62";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"06.11.2017 17:30";"29.2";"716.4";"755.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"20.0";"13.0";"";"";"";"";"";"";
"06.11.2017 08:30";"26.0";"719.2";"758.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"05.11.2017 17:30";"27.6";"715.6";"754.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"20.0";"18.9";"";"";"";"";"";"";
"04.11.2017 17:30";"27.6";"715.7";"754.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"20.0";"18.6";"";"";"";"";"";"";
"04.11.2017 08:30";"20.2";"718.2";"758.1";"";"81";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.9";"";"";"";"";"";"";
"03.11.2017 17:30";"26.2";"715.3";"754.2";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"15.4";"";"";"";"";"";"";
"03.11.2017 08:30";"22.6";"718.5";"758.2";"";"59";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"02.11.2017 17:30";"26.6";"715.9";"754.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"20.0";"15.5";"";"";"";"";"";"";
"02.11.2017 08:30";"22.2";"718.9";"758.5";"";"66";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"01.11.2017 17:30";"28.8";"716.2";"754.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"20.0";"15.1";"";"";"";"";"";"";
"01.11.2017 08:30";"22.2";"719.2";"758.9";"";"66";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"31.10.2017 17:30";"27.0";"716.0";"754.9";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"15.6";"";"";"";"";"";"";
"31.10.2017 08:30";"23.2";"718.8";"758.3";"";"64";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"30.10.2017 17:30";"26.2";"717.1";"756.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"20.0";"16.1";"";"";"";"";"";"";
"30.10.2017 08:30";"22.7";"720.3";"760.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"29.10.2017 17:30";"29.2";"717.3";"755.8";"";"61";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"20.8";"";"";"";"";"";"";
"29.10.2017 08:30";"24.6";"719.8";"759.2";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.3";"";"";"";"";"";"";
"28.10.2017 17:30";"27.2";"717.1";"756.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"20.0";"19.5";"";"";"";"";"";"";
"28.10.2017 08:30";"24.2";"718.8";"758.2";"";"83";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"27.10.2017 17:30";"28.6";"715.9";"754.5";"";"70";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.7";"";"";"";"";"";"";
"27.10.2017 08:30";"25.2";"719.0";"758.2";"";"76";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"26.10.2017 17:30";"28.8";"717.6";"756.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"23.6";"";"";"";"";"";"";
"26.10.2017 08:30";"27.2";"719.4";"758.4";"";"77";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"17.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"25.10.2017 17:30";"29.4";"717.4";"756.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"20.0";"18.9";"";"";"";"";"";"";
"25.10.2017 08:30";"24.8";"719.0";"758.4";"";"83";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"24.10.2017 17:30";"29.8";"716.2";"754.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"20.0";"19.8";"";"";"";"";"";"";
"24.10.2017 08:30";"25.8";"718.2";"757.4";"";"84";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"23.10.2017 17:30";"30.2";"714.4";"752.8";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.2";"";"";"";"";"";"";
"23.10.2017 08:30";"25.6";"716.5";"755.5";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"22.10.2017 17:30";"27.6";"712.3";"751.0";"";"74";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.6";"";"";"";"";"";"";
"22.10.2017 08:30";"26.0";"715.3";"754.4";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"21.10.2017 17:30";"30.4";"712.8";"751.0";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"20.8";"";"";"";"";"";"";
"21.10.2017 08:30";"25.6";"715.3";"754.3";"";"69";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"20.10.2017 17:30";"27.8";"709.4";"747.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"20.0";"21.5";"";"";"";"";"";"";
"20.10.2017 08:30";"25.2";"714.8";"753.8";"";"79";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"19.10.2017 17:30";"27.8";"712.0";"750.7";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"21.5";"";"";"";"";"";"";
"19.10.2017 08:30";"21.2";"714.6";"754.1";"";"86";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"16.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"18.10.2017 17:30";"29.0";"712.3";"750.9";"";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"21.6";"";"";"";"";"";"";
"18.10.2017 08:30";"24.2";"715.2";"754.4";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"17.10.2017 17:30";"28.8";"712.7";"751.3";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.0";"";"";"";"";"";"";
"17.10.2017 08:30";"25.2";"715.0";"754.0";"";"87";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"18.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"16.10.2017 17:30";"32.6";"712.6";"750.6";"";"61";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.0";"";"";"";"";"";"";
"16.10.2017 08:30";"26.2";"715.4";"754.3";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"20.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"15.10.2017 17:30";"28.4";"711.3";"749.8";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"25.0";"";"";"";"";"";"";
"15.10.2017 08:30";"26.6";"715.0";"753.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"14.10.2017 17:30";"27.8";"718.8";"749.8";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"25.2";"";"";"";"";"";"";
"14.10.2017 08:30";"26.2";"714.4";"753.2";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"13.10.2017 17:30";"29.8";"711.1";"749.4";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.7";"";"";"";"";"";"";
"13.10.2017 11:30";"25.8";"714.3";"753.3";"0.0";"84";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.6";"33.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"13.10.2017 08:30";"25.8";"714.3";"753.3";"";"84";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"12.10.2017 17:30";"29.2";"711.4";"749.8";"";"71";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.4";"";"";"";"";"";"";
"12.10.2017 08:30";"27.6";"714.7";"753.4";"";"77";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
