# Weather station Midnapore, India, WMO_ID=42803,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42803&lang=en
#
"Local time in Midnapore";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.11.2017 17:30";"27.8";"752.5";"756.4";"";"49";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"16.2";"";"";"";"";"";"";
"13.11.2017 08:30";"23.4";"755.9";"759.8";"";"66";"Wind blowing from the north";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.6";"";"";"";"";"";"";
"12.11.2017 08:30";"22.8";"756.1";"760.0";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"11.11.2017 17:30";"27.2";"754.3";"758.2";"";"60";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.8";"";"";"";"";"";"";
"11.11.2017 08:30";"22.4";"757.5";"761.5";"";"74";"Wind blowing from the north";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.6";"";"";"";"";"";"";
"10.11.2017 17:30";"27.4";"754.0";"757.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"10.11.2017 11:30";"22.4";"756.8";"760.7";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"10.11.2017 08:30";"22.4";"756.8";"760.7";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"09.11.2017 17:30";"27.4";"753.6";"757.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"09.11.2017 08:30";"22.6";"756.7";"760.6";"";"82";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"08.11.2017 17:30";"27.8";"754.2";"758.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"08.11.2017 08:30";"23.4";"758.1";"762.0";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"07.11.2017 17:30";"28.4";"754.6";"758.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"07.11.2017 08:30";"23.4";"757.4";"761.3";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"06.11.2017 17:30";"28.8";"754.5";"758.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"06.11.2017 08:30";"24.4";"757.3";"761.2";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"05.11.2017 17:30";"29.0";"754.3";"758.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"05.11.2017 08:30";"25.0";"757.4";"761.3";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"04.11.2017 17:30";"29.0";"754.7";"758.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"04.11.2017 08:30";"23.6";"757.6";"761.5";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"03.11.2017 17:30";"27.4";"754.0";"757.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"03.11.2017 08:30";"23.4";"757.2";"761.1";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"02.11.2017 17:30";"27.0";"754.0";"757.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"02.11.2017 08:30";"23.2";"757.3";"761.2";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"01.11.2017 17:30";"26.4";"755.2";"759.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"01.11.2017 08:30";"22.6";"758.1";"762.1";"";"93";"Wind blowing from the north";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"31.10.2017 17:30";"25.4";"755.0";"758.9";"";"81";"Wind blowing from the north-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"31.10.2017 08:30";"23.2";"757.4";"761.3";"";"88";"Wind blowing from the north-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.1";"";"";"";"";"";"";
"29.10.2017 17:30";"28.8";"755.5";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"29.10.2017 08:30";"25.0";"757.4";"761.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"28.10.2017 17:30";"28.6";"747.2";"751.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"28.10.2017 08:30";"24.0";"757.3";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.10.2017 17:30";"27.4";"754.6";"758.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"27.10.2017 08:30";"24.4";"757.4";"761.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.10.2017 17:30";"29.4";"755.9";"759.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"26.10.2017 08:30";"25.4";"758.0";"761.9";"";"87";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"25.10.2017 17:30";"25.8";"755.4";"759.3";"";"81";"Wind blowing from the north";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.2";"";"";"";"";"";"";
"25.10.2017 08:30";"27.0";"757.1";"761.0";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"24.10.2017 17:30";"30.8";"753.4";"757.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"24.10.2017 08:30";"26.0";"755.4";"759.3";"";"94";"Wind blowing from the south";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.9";"";"";"";"";"";"";
"23.10.2017 17:30";"30.8";"751.2";"755.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"23.10.2017 08:30";"25.8";"753.6";"757.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"22.10.2017 17:30";"29.8";"750.5";"754.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"22.10.2017 08:30";"25.4";"753.0";"756.9";"";"91";"Wind blowing from the north";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.9";"";"";"";"";"";"";
"21.10.2017 17:30";"24.8";"749.1";"753.0";"";"93";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"4.0";"23.6";"";"";"";"";"";"";
"21.10.2017 08:30";"24.4";"748.3";"752.2";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle, not freezing, continuous, heavy (dense) at time of observation. ";"Rain.";"Rain.";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.1";"";"";"";"";"";"";
"20.10.2017 17:30";"25.8";"745.3";"749.1";"";"97";"Wind blowing from the south-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.2";"";"";"";"";"";"";
"20.10.2017 08:30";"25.0";"748.8";"752.7";"";"100";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Rain.";"24.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.0";"";"";"";"";"";"";
"19.10.2017 17:30";"26.8";"749.1";"752.9";"";"90";"Wind blowing from the east";"2";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.1";"";"";"";"";"";"";
"19.10.2017 08:30";"27.4";"752.1";"756.0";"";"90";"Wind blowing from the east";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"25.7";"";"";"";"";"";"";
"18.10.2017 17:30";"26.8";"749.5";"753.4";"";"97";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.2";"";"";"";"";"";"";
"18.10.2017 08:30";"27.8";"752.0";"755.9";"";"86";"Wind blowing from the north-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"17.10.2017 17:30";"30.4";"749.0";"752.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"17.10.2017 08:30";"27.4";"751.8";"755.7";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"16.10.2017 17:30";"31.2";"748.7";"752.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.10.2017 08:30";"27.0";"751.9";"755.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"15.10.2017 17:30";"31.8";"748.7";"752.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"15.10.2017 08:30";"27.4";"751.6";"755.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"14.10.2017 17:30";"30.0";"748.4";"752.2";"";"85";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.2";"";"";"";"";"";"";
"14.10.2017 08:30";"27.8";"751.4";"755.2";"";"94";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"13.10.2017 17:30";"26.2";"748.6";"752.5";"";"100";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.2";"";"";"";"";"";"";
"13.10.2017 08:30";"29.0";"751.4";"755.2";"";"88";"Wind blowing from the south";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"26.8";"";"";"";"";"";"";
"12.10.2017 17:30";"30.8";"748.7";"752.5";"";"78";"Calm, no wind";"0";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"26.6";"";"";"";"";"";"";
"12.10.2017 08:30";"27.4";"751.8";"755.7";"";"94";"Wind blowing from the north-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"26.3";"";"";"";"";"";"";
"11.10.2017 17:30";"30.8";"749.3";"753.1";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"11.10.2017 08:30";"27.4";"751.4";"755.3";"";"95";"Wind blowing from the north-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"26.6";"";"";"";"";"";"";
