# Weather station Dadeldhura, Nepal, WMO_ID=44404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44404&lang=en
#
"Local time in Dadeldhura";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.12.2017 14:45";"15.0";"610.3";"";"-0.6";"61";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.5";"";"";"";"";"";"";
"13.12.2017 11:45";"12.2";"610.9";"";"0.0";"63";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.2";"";"";"";"";"";"";
"13.12.2017 08:45";"8.0";"610.9";"";"0.9";"80";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"8.0";"4.8";"1.0";"24";"";"";"";"";
"13.12.2017 05:45";"5.2";"610.0";"";"";"100";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"5.2";"";"";"";"";"";"";
"12.12.2017 17:45";"8.8";"610.0";"";"-0.3";"78";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"9.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"5.1";"1.0";"9";"";"";"";"";
"12.12.2017 14:45";"9.6";"610.3";"";"";"80";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"6.2";"";"";"";"";"";"";
"12.12.2017 08:45";"6.8";"611.4";"";"1.4";"90";"Wind blowing from the east";"6";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"6.8";"";"";"";"";"";"";"0.3";"5.3";"4.0";"24";"";"";"";"";
"12.12.2017 05:45";"7.6";"610.0";"";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"";"";"";"";"";"";
"11.12.2017 17:45";"13.2";"609.4";"";"0.0";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"18.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"71.0";"7.4";"No precipitation";"9";"";"";"";"";
"11.12.2017 14:45";"15.7";"609.4";"";"-2.0";"58";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.4";"";"";"";"";"";"";
"11.12.2017 11:45";"16.3";"611.4";"";"";"47";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"4.8";"";"";"";"";"";"";
"11.12.2017 08:45";"9.0";"609.7";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"4.0";"";"";"";"";"";"";
"11.12.2017 05:45";"9.0";"609.7";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"4.0";"";"";"";"";"";"";
"10.12.2017 17:45";"13.7";"610.5";"";"0.5";"58";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"18.8";"";"";"";"";"";"10.0";"5.4";"No precipitation";"9";"";"";"";"";
"10.12.2017 14:45";"18.6";"610.0";"";"-2.4";"53";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"10.12.2017 11:45";"16.6";"612.4";"";"1.0";"64";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"9.8";"";"";"";"";"";"";
"10.12.2017 08:45";"10.6";"611.4";"";"1.7";"95";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"7.7";"";"";"";"";"";"";"7.0";"9.9";"No precipitation";"24";"";"";"";"";
"10.12.2017 05:45";"8.8";"609.7";"";"";"100";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"8.8";"";"";"";"";"";"";
"09.12.2017 17:45";"12.7";"609.9";"";"0.0";"79";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"17.4";"";"";"";"";"";"8.0";"9.2";"No precipitation";"9";"";"";"";"";
"09.12.2017 14:45";"16.9";"609.9";"";"-1.6";"64";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"10.0";"";"";"";"";"";"";
"09.12.2017 11:45";"14.6";"611.5";"";"0.3";"79";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"10.9";"";"";"";"";"";"";
"09.12.2017 08:45";"9.6";"611.2";"";"0.1";"100";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"3.0";"9.6";"No precipitation";"24";"";"";"";"";
"09.12.2017 05:45";"8.6";"611.1";"";"";"100";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"8.6";"";"";"";"";"";"";
"08.12.2017 17:45";"14.1";"608.9";"";"-0.4";"77";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"19.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"10.0";"No precipitation";"9";"";"";"";"";
"08.12.2017 14:45";"19.2";"609.3";"";"-1.6";"54";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.5";"";"";"";"";"";"";
"08.12.2017 11:45";"17.1";"610.9";"";"0.0";"62";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.8";"";"";"";"";"";"";
"08.12.2017 08:45";"11.5";"610.9";"";"1.2";"86";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"8.0";"9.2";"No precipitation";"24";"";"";"";"";
"08.12.2017 05:45";"8.4";"609.7";"";"";"100";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"8.4";"";"";"";"";"";"";
"07.12.2017 17:45";"13.0";"609.0";"";"-0.3";"74";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"20.2";"";"";"";"";"";"8.0";"8.5";"No precipitation";"9";"";"";"";"";
"07.12.2017 14:45";"17.0";"609.3";"";"-1.0";"59";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"9.0";"";"";"";"";"";"";
"07.12.2017 11:45";"19.0";"610.3";"";"0.2";"58";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"10.6";"";"";"";"";"";"";
"07.12.2017 08:45";"12.1";"610.1";"";"0.5";"75";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"10.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"7.8";"0.1";"24";"";"";"";"";
"07.12.2017 05:45";"10.4";"609.6";"";"";"81";"Wind blowing from the east";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"7.3";"";"";"";"";"";"";
"06.12.2017 20:45";"13.5";"609.0";"";"";"54";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"19.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"4.3";"No precipitation";"9";"";"";"";"";
"06.12.2017 17:45";"13.5";"609.0";"";"-0.4";"54";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"19.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"4.3";"No precipitation";"9";"";"";"";"";
"06.12.2017 14:45";"19.0";"609.4";"";"-1.5";"40";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"5.1";"";"";"";"";"";"";
"06.12.2017 11:45";"17.9";"610.9";"";"0.6";"51";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"7.7";"";"";"";"";"";"";
"06.12.2017 08:45";"13.0";"610.3";"";"1.2";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"10.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"6.3";"No precipitation";"24";"";"";"";"";
"06.12.2017 05:45";"12.2";"609.1";"";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"3.2";"";"";"";"";"";"";
"05.12.2017 17:45";"10.9";"609.7";"";"-0.5";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"14.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"4.7";"No precipitation";"9";"";"";"";"";
"05.12.2017 14:45";"14.1";"610.2";"";"-1.1";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"7.4";"";"";"";"";"";"";
"05.12.2017 11:45";"13.6";"611.3";"";"0.1";"57";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"5.2";"";"";"";"";"";"";
"05.12.2017 08:45";"12.0";"611.2";"";"0.8";"56";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"3.4";"0.3";"24";"";"";"";"";
"05.12.2017 05:45";"11.2";"610.4";"";"";"49";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"0.8";"";"";"";"";"";"";
"04.12.2017 17:45";"9.2";"608.9";"";"-0.6";"65";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"11.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"2.9";"No precipitation";"9";"";"";"";"";
"04.12.2017 14:45";"10.4";"609.5";"";"-1.4";"62";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"3.4";"";"";"";"";"";"";
"04.12.2017 11:45";"10.8";"610.9";"";"0.6";"69";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"5.3";"";"";"";"";"";"";
"04.12.2017 08:45";"7.8";"610.3";"";"0.3";"59";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"5.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"0.3";"No precipitation";"24";"";"";"";"";
"04.12.2017 05:45";"5.7";"610.0";"";"";"85";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"3.4";"";"";"";"";"";"";
