# Weather station Mukteshwar / Kumaon, India, WMO_ID=42147,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42147&lang=en
#
"Local time in Mukteshwar / Kumaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.06.2017 11:30";"20.0";"579.1";"";"0.1";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.7";"";"";"";"";"";"";
"19.06.2017 08:30";"18.0";"578.1";"";"";"93";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"50-100";"";"";"1.0";"16.8";"";"";"";"";"";"";
"18.06.2017 17:30";"18.4";"578.5";"";"-0.7";"89";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.6";"";"";"";"";"";"";
"18.06.2017 14:30";"21.4";"579.2";"";"-0.7";"74";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.5";"";"";"";"";"";"";
"18.06.2017 11:30";"20.2";"579.9";"";"0.0";"76";"variable wind direction";"1";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.9";"";"";"";"";"";"";
"18.06.2017 08:30";"16.4";"579.9";"";"";"90";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.3";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.8";"";"";"";"";"";"";
"17.06.2017 17:30";"17.8";"579.3";"";"-0.3";"89";"variable wind direction";"1";"";"";"50%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"21.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.9";"";"";"";"";"";"";
"17.06.2017 14:30";"15.8";"579.6";"";"-0.3";"94";"variable wind direction";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"Less than  50";"";"";"0.2";"14.8";"";"";"";"";"";"";
"17.06.2017 11:30";"18.4";"579.9";"";"0.0";"69";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"17.06.2017 08:30";"17.8";"579.9";"";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"16.06.2017 17:30";"17.6";"579.3";"";"-0.6";"80";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"20.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.1";"";"";"";"";"";"";
"16.06.2017 14:30";"15.2";"579.9";"";"-0.5";"96";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"50-100";"Altostratus opacus or Nimbostratus.";"";"1.0";"14.6";"";"";"";"";"";"";
"16.06.2017 11:30";"17.0";"580.4";"";"0.2";"79";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"16.06.2017 08:30";"14.6";"580.2";"";"";"84";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.9";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"50-100";"Altostratus opacus or Nimbostratus.";"";"2.0";"11.9";"";"";"";"";"";"";
"15.06.2017 17:30";"17.0";"579.9";"";"-0.1";"66";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"23.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"10.5";"";"";"";"";"";"";
"15.06.2017 14:30";"21.2";"580.0";"";"-1.1";"68";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";"Haze. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.0";"";"";"";"";"";"";
"15.06.2017 11:30";"21.8";"581.1";"";"-0.4";"58";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.2";"";"";"";"";"";"";
"15.06.2017 08:30";"20.0";"581.5";"";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.1";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"14.06.2017 17:30";"22.4";"579.6";"";"-1.1";"55";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"";"26.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.8";"";"";"";"";"";"";
"14.06.2017 14:30";"25.4";"580.7";"";"-1.0";"54";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"14.06.2017 11:30";"23.8";"581.7";"";"0.5";"50";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"14.06.2017 08:30";"20.2";"581.2";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"13.06.2017 17:30";"22.2";"578.2";"";"-0.9";"56";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"25.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"13.06.2017 14:30";"24.6";"579.1";"";"-0.8";"38";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.5";"";"";"";"";"";"";
"13.06.2017 11:30";"23.8";"579.9";"";"0.0";"52";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"13.06.2017 08:30";"19.8";"579.9";"";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"12.06.2017 17:30";"18.4";"577.8";"";"";"74";"Wind blowing from the south-west";"1";"";"";"40%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"22.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"12.06.2017 14:30";"21.0";"578.9";"";"-0.7";"67";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"12.06.2017 11:30";"20.4";"579.6";"";"0.3";"58";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"12.06.2017 08:30";"18.4";"579.3";"";"";"64";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"11.06.2017 17:30";"14.4";"578.9";"";"-1.1";"67";"Wind blowing from the north-east";"1";"";"";"60%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"21.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.3";"";"";"";"";"";"";
"11.06.2017 14:30";"12.4";"580.0";"";"-0.5";"91";"variable wind direction";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"50-100";"";"";"1.0";"11.0";"";"";"";"";"";"";
"11.06.2017 11:30";"20.0";"580.5";"";"0.0";"58";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"11.06.2017 08:30";"17.0";"580.5";"";"";"66";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"12.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.5";"";"";"";"";"";"";
"10.06.2017 17:30";"18.8";"578.9";"";"-1.1";"79";"Wind blowing from the south-west";"1";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.0";"";"";"";"";"";"";
"10.06.2017 14:30";"21.0";"580.0";"";"-1.1";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"10.06.2017 11:30";"20.0";"581.1";"";"0.0";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"10.06.2017 08:30";"19.6";"581.1";"";"";"65";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"13.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.8";"";"";"";"";"";"";
"09.06.2017 17:30";"16.4";"579.6";"";"-0.9";"74";"Calm, no wind";"0";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"20.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"09.06.2017 14:30";"14.6";"580.5";"";"-0.9";"94";"variable wind direction";"1";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"13.6";"";"";"";"";"";"";
"09.06.2017 11:30";"19.0";"581.4";"";"0.1";"71";"variable wind direction";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"Altocumulus translucidus at a single level.";"";"4.0";"13.5";"";"";"";"";"";"";
"09.06.2017 08:30";"17.6";"581.3";"";"";"71";"variable wind direction";"1";"";"";"60%.";" ";"";"";"13.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.3";"";"";"";"";"";"";
"08.06.2017 17:30";"20.6";"580.0";"";"-1.5";"72";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"23.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"08.06.2017 14:30";"20.8";"581.5";"";"-0.4";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"08.06.2017 11:30";"21.6";"581.9";"";"0.1";"57";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"08.06.2017 08:30";"17.8";"581.8";"";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"07.06.2017 17:30";"18.0";"581.1";"";"-1.4";"73";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"19.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
