# Weather station Baripada, India, WMO_ID=42894,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42894&lang=en
#
"Local time in Baripada";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.10.2017 08:30";"29.0";"754.7";"759.3";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"04.10.2017 08:30";"28.2";"754.4";"759.0";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"03.10.2017 17:30";"30.0";"751.2";"755.8";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"03.10.2017 08:30";"26.6";"";"";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"02.10.2017 17:30";"28.0";"750.5";"755.1";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"02.10.2017 08:30";"27.6";"753.0";"757.6";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"01.10.2017 08:30";"27.0";"754.4";"759.1";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"30.09.2017 17:30";"29.0";"752.6";"757.2";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.0";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"30.09.2017 08:30";"27.4";"754.5";"759.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"29.09.2017 17:30";"28.2";"750.8";"755.4";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"29.09.2017 08:30";"29.0";"750.6";"755.2";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"28.09.2017 08:30";"28.0";"753.0";"757.6";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.09.2017 17:30";"25.4";"751.9";"756.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.09.2017 08:30";"29.0";"753.4";"758.0";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"26.09.2017 08:30";"30.4";"752.5";"757.1";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"25.09.2017 08:30";"30.6";"752.4";"757.0";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"24.09.2017 08:30";"31.0";"753.6";"758.2";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"23.09.2017 17:30";"32.0";"751.5";"756.1";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.8";"";"";"";"";"";"";
"23.09.2017 08:30";"30.0";"753.9";"758.5";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"22.09.2017 17:30";"31.6";"750.2";"754.8";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"22.09.2017 08:30";"29.4";"753.0";"757.6";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"21.09.2017 17:30";"29.0";"749.5";"754.1";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.6";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.09.2017 08:30";"29.0";"751.5";"756.1";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"20.09.2017 17:30";"29.0";"748.6";"753.2";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.8";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"20.09.2017 08:30";"27.2";"750.4";"755.0";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"19.09.2017 17:30";"28.6";"747.4";"752.0";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"19.09.2017 08:30";"27.0";"750.0";"754.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"18.09.2017 17:30";"27.0";"747.9";"752.5";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"18.09.2017 08:30";"25.4";"750.9";"755.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"17.09.2017 17:30";"28.0";"748.1";"752.7";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"16.09.2017 17:30";"32.4";"747.9";"752.4";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"16.09.2017 08:30";"31.0";"751.8";"756.4";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"15.09.2017 17:30";"31.6";"749.3";"753.8";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"15.09.2017 08:30";"30.0";"752.7";"757.3";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"14.09.2017 08:30";"28.4";"753.8";"758.4";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"13.09.2017 17:30";"30.6";"750.7";"755.3";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"13.09.2017 08:30";"26.7";"754.6";"759.3";"";"99";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"12.09.2017 17:30";"29.0";"751.5";"756.1";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.09.2017 08:30";"30.0";"";"759.1";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"27.4";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"11.09.2017 17:30";"32.0";"";"756.1";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"10.09.2017 17:30";"29.4";"";"756.4";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"10.09.2017 08:30";"30.4";"";"758.6";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"09.09.2017 17:30";"30.4";"";"754.9";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"09.09.2017 08:30";"30.0";"";"757.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"08.09.2017 08:30";"31.6";"";"757.9";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"07.09.2017 17:30";"32.0";"";"755.3";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"07.09.2017 08:30";"30.0";"";"757.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"06.09.2017 17:30";"31.0";"";"754.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.09.2017 08:30";"31.0";"";"757.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"05.09.2017 17:30";"33.6";"";"753.7";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"29.0";"";"";"";"";"";"";
"05.09.2017 08:30";"32.0";"752.6";"757.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"04.09.2017 17:30";"32.2";"749.6";"754.1";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"04.09.2017 08:30";"30.4";"752.8";"757.4";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"03.09.2017 17:30";"31.0";"750.0";"754.6";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.8";"";"";"";"";"";"";
"03.09.2017 08:30";"29.0";"752.3";"756.9";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"02.09.2017 17:30";"29.8";"749.4";"754.0";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"28.7";"";"";"";"";"";"";
"02.09.2017 08:30";"25.2";"751.7";"756.4";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"01.09.2017 17:30";"26.0";"749.7";"754.3";"";"100";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.09.2017 08:30";"29.6";"751.5";"756.1";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"28.08.2017 08:30";"27.2";"747.6";"752.2";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"27.08.2017 08:30";"29.2";"747.0";"751.6";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"26.08.2017 17:30";"28.0";"745.8";"750.4";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"26.08.2017 08:30";"29.0";"747.6";"752.2";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"25.08.2017 17:30";"30.0";"746.6";"751.2";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"25.08.2017 08:30";"29.0";"749.7";"754.3";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"24.08.2017 17:30";"26.4";"747.3";"751.9";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.08.2017 08:30";"30.0";"750.5";"755.1";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"23.08.2017 17:30";"29.0";"748.1";"752.7";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"23.08.2017 08:30";"32.0";"751.2";"755.8";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"22.08.2017 17:30";"31.4";"748.0";"752.5";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"22.08.2017 08:30";"30.2";"750.0";"754.6";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"21.08.2017 17:30";"31.0";"747.7";"752.2";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"21.08.2017 08:30";"28.0";"751.2";"755.8";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"20.08.2017 17:30";"28.0";"748.5";"753.1";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"20.08.2017 08:30";"27.4";"751.1";"755.7";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"19.08.2017 08:30";"28.2";"750.0";"754.6";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"18.08.2017 17:30";"28.8";"746.3";"750.9";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"18.08.2017 08:30";"28.2";"747.7";"752.3";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"17.08.2017 17:30";"28.0";"744.9";"749.5";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"17.08.2017 08:30";"28.4";"748.8";"753.4";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"16.08.2017 17:30";"29.0";"747.4";"752.0";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.6";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"15.08.2017 08:30";"28.4";"752.0";"756.6";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"14.08.2017 08:30";"29.0";"753.0";"757.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"13.08.2017 08:30";"27.0";"751.8";"756.4";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"12.08.2017 17:30";"26.0";"749.6";"754.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"12.08.2017 08:30";"28.6";"750.3";"754.9";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"11.08.2017 17:30";"31.6";"747.4";"751.9";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"11.08.2017 08:30";"29.2";"750.0";"754.6";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"27.0";"";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"10.08.2017 17:30";"31.2";"747.4";"751.9";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"10.08.2017 08:30";"28.6";"750.2";"754.8";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"09.08.2017 17:30";"26.0";"749.6";"754.2";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.08.2017 08:30";"31.0";"750.7";"755.3";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"08.08.2017 17:30";"31.2";"748.2";"752.7";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"08.08.2017 08:30";"30.4";"750.7";"755.3";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"07.08.2017 17:30";"31.0";"747.9";"752.5";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"07.08.2017 08:30";"29.4";"750.4";"755.0";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.5";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"06.08.2017 17:30";"31.2";"746.2";"750.7";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"06.08.2017 08:30";"29.4";"748.3";"752.9";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"05.08.2017 17:30";"29.4";"745.0";"749.6";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"05.08.2017 08:30";"26.8";"747.3";"751.9";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.08.2017 17:30";"28.6";"745.8";"750.4";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.08.2017 08:30";"31.0";"748.7";"753.3";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.0";"";"";"";"";"";"";
"02.08.2017 17:30";"30.0";"747.0";"751.6";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"02.08.2017 08:30";"31.0";"749.9";"754.5";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"28.0";"";"";"";"";"";"";
"01.08.2017 08:30";"30.4";"750.7";"755.3";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"31.07.2017 17:30";"28.4";"748.2";"752.8";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"31.07.2017 08:30";"29.6";"750.8";"755.4";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"30.07.2017 17:30";"30.4";"748.1";"752.7";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.6";"";"";"600-1000";"";"";"4.0";"28.5";"";"";"";"";"";"";
"30.07.2017 08:30";"30.2";"751.0";"755.6";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"27.0";"";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"29.07.2017 17:30";"31.2";"748.8";"753.4";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"29.07.2017 08:30";"30.0";"752.0";"756.6";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"28.07.2017 17:30";"27.2";"749.5";"754.1";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"28.07.2017 08:30";"30.4";"750.9";"755.5";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"27.07.2017 17:30";"31.2";"747.9";"752.4";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"27.07.2017 08:30";"28.2";"750.1";"754.7";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"26.07.2017 17:30";"28.0";"747.3";"751.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.4";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"26.07.2017 11:30";"28.0";"748.0";"752.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"";"";"";"";"";"";"27.4";"";"";"";"";"";"";
"26.07.2017 08:30";"28.0";"748.0";"752.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"25.07.2017 17:30";"26.6";"745.2";"749.8";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.5";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"25.07.2017 08:30";"25.6";"745.6";"750.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"24.07.2017 08:30";"26.0";"746.4";"751.0";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"23.07.2017 17:30";"26.0";"745.1";"749.7";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"23.07.2017 08:30";"26.2";"747.3";"751.9";"";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"22.07.2017 17:30";"26.4";"746.8";"751.4";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.4";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"22.07.2017 08:30";"27.2";"748.8";"753.4";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"21.07.2017 17:30";"28.4";"746.1";"750.7";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"21.07.2017 08:30";"27.6";"748.1";"752.7";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
